feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Burkholderiaceae	sample_type	paraffin_ctrl	-8.6609074311454	0.783045535656631	197	116	2.18876095294928e-22	2.1449857338903e-20
Phyllobacteriaceae	sample_type	paraffin_ctrl	-6.02185282861866	0.572586653505863	197	106	8.87923125312472e-21	4.35082331403111e-19
Sphingomonadaceae	sample_type	paraffin_ctrl	3.42479026479663	0.428976343909371	197	192	1.19819535168267e-13	3.91410481549672e-12
Veillonellaceae	sample_type	paraffin_ctrl	-4.48064279169684	0.604327688231265	197	109	3.64616568523827e-12	8.93310592883376e-11
Lachnospiraceae	sample_type	paraffin_ctrl	-4.13717556477453	0.608095735943422	197	82	1.22260116519582e-10	2.39629828378381e-09
Eubacteriales_unclassified_order	sample_type	paraffin_ctrl	-3.31778401977016	0.529751254562194	197	45	2.36246669833836e-09	3.85869560728599e-08
Oscillospiraceae	sample_type	paraffin_ctrl	-4.41299473275439	0.713727427794165	197	62	3.61314238583875e-09	5.05839934017425e-08
Pasteurellaceae	sample_type	paraffin_ctrl	-4.10935330110133	0.668266258425628	197	108	4.31913211663892e-09	5.29093684288268e-08
Enterococcaceae	sample_type	paraffin_ctrl	-3.49120625921794	0.578405421615191	197	121	7.83034399284377e-09	8.52637456998544e-08
Gemellaceae	sample_type	paraffin_ctrl	-3.77375736937503	0.644788512185738	197	99	2.01768540553415e-08	1.97733169742347e-07
Erythrobacteraceae	sample_type	paraffin_ctrl	3.26078239427534	0.569236220655904	197	129	3.79469412358569e-08	3.3807274919218e-07
Lysobacteraceae	sample_type	paraffin_ctrl	3.01759122868422	0.534839082504009	197	65	5.85117484009463e-08	4.77845945274394e-07
Prevotellaceae	sample_type	paraffin_ctrl	-2.95033402246707	0.52810748206911	197	59	7.71014695492474e-08	5.81226462755865e-07
Hyphomicrobiaceae	sample_type	paraffin_ctrl	2.65127570077624	0.47880981942725	197	35	9.84364160957157e-08	6.8905491267001e-07
Bacteroidaceae	sample_type	paraffin_ctrl	-2.60826392466461	0.47493979790419	197	46	1.2308319252739e-07	8.04143524512281e-07
Aerococcaceae	sample_type	paraffin_ctrl	-3.18727125123283	0.582640966470042	197	96	1.36676339932353e-07	8.37142582085663e-07
Moraxellaceae	sample_type	paraffin_ctrl	4.1061537654447	0.754557813413676	197	154	1.57144474749173e-07	9.05891677965823e-07
Streptococcaceae	sample_type	paraffin_ctrl	-3.2845594451765	0.621893853968152	197	166	3.40452528860468e-07	1.85357487935144e-06
Caulobacteraceae	sample_type	paraffin_ctrl	3.9316368948694	0.754669140497969	197	90	4.78884714827646e-07	2.47003695016365e-06
Erysipelotrichaceae	sample_type	paraffin_ctrl	-1.91380294303478	0.368797961648292	197	31	5.2744842497641e-07	2.58449728238441e-06
Brucellaceae	sample_type	paraffin_ctrl	-2.27561343897641	0.446733993178247	197	72	8.24847236721214e-07	3.849287104699e-06
Carnobacteriaceae	sample_type	paraffin_ctrl	-2.51814889836968	0.506840111180751	197	94	1.47254919771496e-06	6.33571321752333e-06
Acidaminococcaceae	sample_type	paraffin_ctrl	-1.77414408894923	0.35724364220862	197	43	1.4869531020718e-06	6.33571321752333e-06
Peptostreptococcaceae	sample_type	paraffin_ctrl	-2.77008487011558	0.574359623150625	197	63	2.84445066801019e-06	1.16148402277083e-05
Tannerellaceae	sample_type	paraffin_ctrl	-1.42474811110833	0.296137456739724	197	41	2.99878755858545e-06	1.1755247229655e-05
Yersiniaceae	sample_type	paraffin_ctrl	-2.04436005874083	0.426139565080144	197	81	3.18815860378045e-06	1.20169055065571e-05
Sphingosinicellaceae	sample_type	paraffin_ctrl	2.47308412218146	0.540985674940746	197	153	8.58958788397945e-06	3.11770226899995e-05
Clostridiaceae	sample_type	paraffin_ctrl	-2.38840355734478	0.540386114142452	197	84	1.6379964231405e-05	5.71062569736884e-05
Nostocaceae	sample_type	paraffin_ctrl	2.03963959755512	0.462253019801732	197	80	1.68987903289486e-05	5.71062569736884e-05
Methylobacteriaceae	sample_type	paraffin_ctrl	3.26199168361813	0.778019647778528	197	110	4.17944054125148e-05	0.000136528391014215
Paracoccaceae	sample_type	paraffin_ctrl	3.21943084579398	0.776293046198024	197	91	5.01988226696326e-05	0.000158693052310451
Actinomycetaceae	sample_type	paraffin_ctrl	-1.8025707313593	0.438491002688693	197	56	5.804615659986e-05	0.000177766354587071
Acutalibacteraceae	sample_type	paraffin_ctrl	-1.05474219278979	0.257286132641008	197	23	6.07306871475938e-05	0.000180351737589824
Rhizobiaceae	sample_type	paraffin_ctrl	-2.37548566789048	0.605985112279502	197	95	0.000122510984355239	0.000335890609111335
Tissierellia_unclassified_class	sample_type	paraffin_ctrl	-1.06296813399287	0.271086418063599	197	22	0.000121993169430281	0.000335890609111335
Fusobacteriaceae	sample_type	paraffin_ctrl	-2.39578992506564	0.611454299567328	197	69	0.00012338838702049	0.000335890609111335
Pectobacteriaceae	sample_type	paraffin_ctrl	-1.0164923050941	0.260758192438506	197	49	0.000133209084346411	0.000352824061241845
Erwiniaceae	sample_type	paraffin_ctrl	-1.84406774186389	0.488822714786374	197	77	0.00021431989767711	0.000552719736114653
Enterobacteriaceae	sample_type	paraffin_ctrl	-2.79422667797895	0.758559583245781	197	125	0.000297796720896548	0.000748309708919532
Anaerotignaceae	sample_type	paraffin_ctrl	-1.09509413429769	0.298421518115571	197	21	0.000313434232136249	0.000767913868733811
Neisseriaceae	sample_type	paraffin_ctrl	-2.18996229269901	0.628894435972043	197	91	0.00061370455357822	0.00143197729168251
Flavobacteriaceae	sample_type	paraffin_ctrl	-1.47713751849832	0.424022466253032	197	36	0.000610716154647036	0.00143197729168251
Methylocystaceae	sample_type	paraffin_ctrl	0.847256430074377	0.24833383619976	197	23	0.000784674102348783	0.00178832702395769
Campylobacteraceae	sample_type	paraffin_ctrl	-1.76334200941886	0.533233089258946	197	62	0.00112310066290748	0.00250145147647575
Zoogloeaceae	sample_type	paraffin_ctrl	1.23242540754865	0.378600765914173	197	33	0.00133593147263397	0.00290936187373621
Anaerovoracaceae	sample_type	paraffin_ctrl	-2.50448119965087	0.771068672111379	197	68	0.00136815270548247	0.00291476011168004
Sphaerotilaceae	sample_type	paraffin_ctrl	-2.57727848944685	0.796437954981946	197	98	0.00142416636219031	0.0029695383722266
Xanthobacteraceae	sample_type	paraffin_ctrl	1.07729160350843	0.338558929823768	197	40	0.00170220577455801	0.00347533678972261
Leptotrichiaceae	sample_type	paraffin_ctrl	-1.0304661445958	0.332168391219712	197	21	0.00220567316756761	0.00441134633513522
