feature	Peptoniphilaceae	Oscillospiraceae	Lachnospiraceae	Campylobacteraceae	Phyllobacteriaceae	Pseudomonadaceae	Peptostreptococcaceae	Streptococcaceae	Clostridiaceae	Veillonellaceae	Enterobacteriaceae	Lactobacillaceae	Eubacteriales_unclassified_order	Anaerovoracaceae	Lysobacteraceae	Bacteroidaceae	Propionibacteriaceae	Moraxellaceae	Rhizobiaceae	Staphylococcaceae	Oxalobacteraceae	Eubacteriales.Family.XIII..Incertae.Sedis	Enterococcaceae	Pasteurellaceae	Planococcaceae	Corynebacteriaceae	Bacillaceae	Brucellaceae	Burkholderiaceae	Gemellaceae	Fusobacteriaceae	Tannerellaceae	Carnobacteriaceae	Prevotellaceae	Porphyromonadaceae	Sphaerotilaceae	Atopobiaceae	Yersiniaceae	Sphingomonadaceae	Aerococcaceae	Natronincolaceae	Erwiniaceae	Acidaminococcaceae	Pectobacteriaceae	Bruguierivoracaceae	Vibrionaceae	Actinomycetaceae	Microbacteriaceae	Morganellaceae	Methylobacteriaceae	Hafniaceae	Methylocystaceae	Comamonadaceae	Burkholderiales_unclassified_order	Selenomonadaceae	Aeromonadaceae	Filifactoraceae	Tissierellaceae	Neisseriaceae	Rhodocyclaceae	Flavobacteriaceae	Listeriaceae	Sterolibacteriaceae	Devosiaceae	Chromobacteriaceae	Weeksellaceae	Alcaligenaceae	Acetobacteraceae	Sphingosinicellaceae	Hyphomicrobiaceae	Micrococcaceae	Caulobacteraceae	Nitrobacteraceae	Nautiliaceae	Zoogloeaceae	Boseaceae	Hyphomicrobiales_unclassified_order	Stappiaceae	Erythrobacteraceae	Gallionellaceae	Nostocaceae	Beijerinckiaceae	Xanthobacteraceae	Blastochloridaceae	Paracoccaceae	Stellaceae	Roseobacteraceae	Azospirillaceae	Betaproteobacteria_unclassified_class	Synechococcaceae	Oscillatoriaceae	Zymomonadaceae	Rhodospirillaceae
2023_06_01_Nct_10_16S_PDA-MAPS	30	0	12	0	8	0	0	96	0	95	0	0	0	0	0	0	28	3	0	0	5	3	6	0	0	0	0	0	867	12	2	0	2	4	0	51	0	0	309	2	0	0	0	0	0	0	0	0	0	0	0	0	7	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023_06_01_Nct_08_16S_PDA-MAPS	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	4	1	53	1	0	0	0	0	0	0	0	1369	0	0	0	0	12	0	7	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	38	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2023_06_01_Nct_07_16S_PDA-MAPS	0	0	0	0	0	11	0	180	0	3	0	7	0	0	0	0	9	38	1	6	0	0	1	0	0	0	0	0	995	73	0	0	2	0	0	8	0	0	86	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	60	0	0	1	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
2023_06_01_Nct_05_16S_PDA-MAPS	7	0	0	0	69	0	0	2652	0	23	2686	82	0	0	0	0	1	0	0	319	0	8	7	338	0	0	1	0	3	233	16	0	2	0	0	0	0	8	261	3	0	4	1	3	1	0	0	0	0	0	2	0	0	0	0	0	0	0	39	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023_06_01_Nct_02_16S_PDA-MAPS	0	0	14	0	168	0	0	97	1	53	0	0	0	0	0	0	17	0	2	60	0	44	0	108	0	0	0	6	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
2023_06_01_Nct_06_16S_PDA-MAPS	23	0	0	0	0	0	0	737	0	169	3	4	0	0	0	0	62	0	0	39	83	0	26	191	0	0	2	0	301	274	0	0	18	0	0	12	0	0	94	13	0	6	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023_06_01_Nct_04_16S_PDA-MAPS	34	0	1	0	193	189	0	1901	9	2	489	0	0	0	0	0	338	233	10	319	656	0	63	27	0	0	0	64	440	306	0	0	0	0	0	0	0	7	230	0	0	222	0	2	5	0	10	38	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	4	0	0	0	0	1	0	0	0	0	0	0	4	0	1	1	0	0	0	0	0	1	0	0	0
2021_02_22_NTC_1 3_16S_pda_mice_kpc	0	0	0	0	2	1	0	336	0	0	133	0	0	0	0	0	1	0	0	281	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2021_02_22_NTC_2 4_16S_pda_mice_kpc	0	0	0	0	8	73	0	13	0	0	2468	628	0	0	0	0	1	2	2	967	2	0	389	6	4	0	1094	1	0	0	0	0	9	0	0	0	0	43	2	1	0	45	0	12	1	13	0	0	17	0	7	0	11	0	0	11	0	0	0	0	0	772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
2021_07_23_NTC1_16S_pda_mice_kpc	20	0	0	0	928	3	0	12	0	0	828	0	0	0	0	0	3	58	231	52	91	0	2	0	0	0	3	42	1	0	0	0	14	0	0	0	0	19	49	0	0	20	0	1	1	6	0	0	5	1	2	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	230	1	1	0	0	0	0	0	1	1	0	0	25	0	0	0	0
2021_07_23_NTC2_16S_pda_mice_kpc	0	0	0	0	620	21	0	401	0	0	871	75	0	0	1	0	0	0	133	4	0	0	0	1	0	0	5	36	0	0	0	0	0	0	0	0	0	61	80	0	0	23	0	1	0	8	0	0	7	0	3	0	0	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	1	1	0	0	0	166	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
2021_09_08_1 1_16S_pda_human_ffpe	524	11	63	0	1068	790	0	17739	0	4469	3345	62	1	0	175	0	7	443	9	647	4	0	688	2002	7	0	1202	13	1458	791	0	0	100	8	0	1770	87	10	1400	489	0	10	0	1	2	1	0	0	4	2527	5	2	539	1089	0	1	0	0	836	941	0	144	58	1	0	65	3	0	1	274	13	421	225	0	4	131	11	1	213	4	1	9	1	0	101	0	3	3	5	0	0	2	6
2021_09_08_2 2_16S_pda_human_ffpe	418	1	205	0	1314	69	29	25730	0	2880	803	16	0	1	122	0	0	46	16	130	14	0	485	2467	0	0	106	12	6732	1345	0	0	145	0	0	6804	0	4	1265	168	0	8	1	1	0	2	0	0	5	1131	3	16	1340	4270	0	0	0	0	702	92	0	72	4	5	2	142	2	2	0	263	0	1493	1310	1	1	43	21	6	298	0	1	5	18	3	59	4	0	8	6	0	0	1	2
2021_09_08_1 3_16S_pda_human_ffpe	199	0	0	109	0	160	0	33181	0	4768	1684	122	0	0	0	0	9	507	1	49	2	0	188	3504	0	0	4	3	9	638	0	0	71	0	0	446	0	12	449	589	0	6	0	0	0	5	0	0	4	1395	4	0	548	539	0	3	0	0	1284	184	0	1	0	14	1	255	0	0	1	17	182	0	5	0	0	14	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0
2021_09_08_2 4_16S_pda_human_ffpe	126	249	1219	0	0	43	0	50518	14	6543	2147	544	3	0	0	0	0	168	0	9	1	0	1103	5476	1	1	23	0	14	1596	443	0	587	0	0	54	0	8	1076	1402	0	9	0	2	5	23	0	0	2	2096	4	0	438	595	138	0	0	0	1665	1522	0	2	38	0	1	148	4	0	2	55	43	0	88	0	8	0	0	0	6	13	0	0	0	0	37	0	0	0	8	0	0	0	0
2021_09_16_NTC_16S_pda_mice_kpc	0	0	0	0	3895	63	0	3905	3	309	2	135	0	0	0	0	1	0	1125	61	13	0	23	41	0	0	50	230	2	394	0	0	84	0	0	3	0	1	1317	1	0	1	0	0	0	0	0	0	2	734	0	0	62	8	0	0	0	0	0	350	0	1	9	4	0	0	8	0	2	0	0	6	12	0	3	0	742	2	25	5	0	0	0	0	1	0	0	1	224	0	0	0	4
2021_09_17_NTC_16S_pda_mice_kpc	0	0	0	0	1961	118	0	6280	2	235	6964	10	0	0	0	0	61	0	441	294	53	0	17	130	0	0	50	111	0	7	0	0	0	0	0	5	0	326	3106	0	0	179	0	9	4	19	0	0	45	3613	28	0	391	15	0	12	0	0	23	1061	0	3	5	1	0	8	17	1	1	0	0	4	8	0	13	2	465	0	95	9	0	0	0	0	0	3	0	0	617	0	0	0	8
2021_12_02_1 1_16S_pda_human_ffpe	0	1	0	0	674	1	0	0	0	0	1273	0	0	0	0	0	0	30	23	0	1562	0	0	2	0	0	0	10	4616	0	0	0	0	0	0	6582	0	5	2122	0	0	3	0	2	1	0	0	0	1	238	4	15	18443	5060	0	0	0	0	285	90	34	0	76	4	12	0	3259	0	7	89	0	1987	598	0	14	132	10	10	582	5	2	1	78	2	5	1	0	0	148	0	0	14	0
2021_12_02_2 2_16S_pda_human_ffpe	0	0	0	0	3139	90	0	230	0	0	1616	577	0	0	28	0	28	35	60	345	3717	0	20	0	0	0	61	75	11720	0	0	0	0	0	0	15947	0	5	10281	0	0	6	0	3	1	1	0	16	4	1891	0	72	25783	14131	0	0	0	0	772	281	0	86	183	25	24	0	8209	6	12	488	14	14331	4392	0	45	435	25	18	2811	8	15	17	436	8	2	2	2	6	330	0	0	24	8
2021_12_02_1 3_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	5174	1	0	0	0	0	56	0	1	6344	0	0	0	0	0	0	73	0	0	0	0	0	1	0	0	2	0	19	1954	0	0	13	0	4	7	2	0	0	1	0	8	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	27	0	0	1	41	2	0	0	0	0	3	0	0	0	0	0	102	0	59	0	0	0	0	2	0
2021_12_02_2 4_16S_pda_human_ffpe	0	0	0	0	0	1	0	7	0	0	13857	0	0	0	816	0	90	3534	1	3753	5146	0	0	0	0	0	1	0	185	0	0	0	0	0	0	1	0	60	6983	1	0	41	0	7	9	5	0	0	9	0	43	0	9	66	0	1	0	0	0	5	0	1	61	0	0	0	19	0	131	0	0	42	545	8	8	0	0	0	16	1	3	1	0	0	68	0	176	0	0	0	0	5	0
2022_01_24_1_16S_pda_mice_ffpe	1224	75	0	523	0	0	7	9198	78	1273	1825	1224	0	200	51	1	215	22	0	0	0	73	65	704	0	0	1	0	203	1	0	60	38	0	549	1	0	4	3966	29	4	14	0	0	1	2	0	4	2	24	4	0	350	0	8	1	586	3	1	0	0	0	0	0	0	0	0	0	68	98	0	47	0	0	0	0	1	0	10	0	1	1	0	0	0	0	0	0	0	0	0	1	0
2022_01_24_2_16S_pda_mice_ffpe	1115	0	0	783	0	40	37	5466	508	2253	20	25	0	241	17	7	331	2124	0	515	315	61	360	756	9	0	95	0	1	94	1522	0	276	0	147	1	0	5	1079	739	4	92	2	0	0	0	3	1	0	2	0	0	225	0	134	0	0	12	2409	0	0	0	0	0	0	0	0	0	9	0	22	1	113	0	0	0	0	0	11	0	0	0	0	0	87	0	1	0	0	0	0	0	0
2022_01_24_3_16S_pda_mice_ffpe	7962	0	0	0	0	776	89	6841	62	770	3	1	0	103	460	0	103	191	0	324	0	13	2	1	0	1	0	0	1	955	0	420	1	1	100	2	0	0	5365	524	0	0	0	0	0	0	0	0	0	463	0	0	0	1	1	0	970	0	443	10	0	0	24	0	1	0	6	0	106	0	19	8	172	0	34	1	0	0	9	1	0	0	0	0	189	0	2	0	7	0	0	2	0
2022_01_24_4_16S_pda_mice_ffpe	1963	1	52	406	0	0	17	7867	49	0	4	1006	0	868	152	0	0	1095	1	266	0	233	31	1133	0	0	28	0	0	1062	1118	0	1	0	45	0	0	4	4430	912	0	0	0	0	1	2	0	0	0	100	0	0	0	0	0	0	689	17	0	0	0	0	0	0	0	0	0	184	83	0	2	343	218	0	0	0	0	0	5	0	22	0	0	0	15	0	0	0	0	0	12	3	1
2022_01_24_3_16S_pda_human_ffpe	1078	0	546	132	0	133	131	1168	1	0	0	289	0	526	0	0	1	0	0	431	86	90	1	0	0	0	179	0	0	0	553	0	0	0	425	0	0	0	1409	0	12	0	0	0	1	0	0	0	0	22	0	0	44	0	0	0	185	4	0	0	0	0	0	0	0	0	0	0	25	0	19	0	88	0	0	0	0	0	1	0	11	0	0	0	484	0	0	0	0	0	2	0	0
2022_01_24_4_16S_pda_human_ffpe	957	0	0	0	0	9	72	4775	509	0	0	307	0	596	0	0	104	0	0	0	5	55	291	0	86	1	5	0	0	325	62	0	0	0	0	0	0	0	1504	0	5	0	0	0	0	0	0	0	0	5	0	0	190	0	139	0	166	1	0	0	0	1	0	0	0	1	0	0	30	0	0	0	9	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0
2022_01_24_5_16S_pda_human_ffpe	34	0	0	0	0	0	1	566	4	134	3	98	0	141	0	0	14	268	0	108	189	25	15	42	64	0	58	0	0	25	30	0	5	0	59	0	0	0	250	0	2	0	0	0	0	0	0	0	0	27	0	0	0	0	11	0	105	3	0	0	0	1	0	0	0	0	0	0	3	0	2	0	2	0	0	0	0	0	0	0	0	1	2	0	15	0	0	1	0	0	0	0	0
2022_01_24_6_16S_pda_human_ffpe	751	0	33	381	84	281	0	851	4	0	431	773	0	307	0	0	89	24	0	65	0	3	2	0	0	0	29	0	0	173	348	0	52	0	260	0	49	19	2938	0	0	341	0	5	0	1	0	4	4	619	1	1	0	0	0	2	133	0	0	0	0	0	0	0	0	0	0	233	48	0	0	0	0	0	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	1	2	0
2022_01_24_7_16S_pda_human_ffpe	10	3	0	1410	1	0	1	1890	0	0	568	8	0	138	5	0	2	1199	18	1266	45	8	24	0	0	0	5	41	1	2	10	0	1	0	313	45	0	2	619	4	3	3	0	0	1	2	0	18	2	174	1	0	44	3	0	39	0	6	0	0	0	1	0	0	0	145	1	0	6	33	1	125	102	1	0	4	0	0	14	0	125	0	1	0	0	0	0	0	0	3	8	0	0
2022_01_24_8_16S_pda_human_ffpe	308	0	89	0	0	1	173	1404	6	130	5874	150	0	212	0	0	37	17	0	167	0	42	208	322	0	0	7	0	0	942	729	0	113	0	213	0	0	47	550	72	5	18	0	4	2	2	0	0	3	37	13	8	0	0	0	0	51	3	0	0	0	0	0	0	0	0	0	4	20	0	19	1	10	0	0	0	0	0	3	0	0	51	1	0	2	0	1	0	0	0	0	0	0
2022_01_24_9_16S_pda_human_ffpe	949	0	78	112	0	0	300	1756	85	476	265	0	0	737	0	0	2	54	0	458	0	88	2	0	1	0	1	0	0	0	43	0	0	0	164	0	0	3	2780	0	7	1	0	1	1	0	0	0	1	22	0	0	0	0	0	0	447	7	124	0	0	2	0	0	0	0	0	0	54	0	108	0	26	1	0	0	0	0	1	0	8	0	0	0	157	0	0	0	0	0	0	1	0
2022_01_25_5_16S_pda_mice_ffpe	778	0	0	137	0	0	126	11511	1	1375	144	4	0	84	76	9	0	287	1	69	58	10	100	179	0	0	5	0	9	295	85	0	59	24	147	7	0	4	746	33	5	216	1	0	1	0	0	0	6	8	0	0	2	16	276	0	394	2	293	3	201	0	10	0	0	0	3	0	12	0	0	20	54	0	4	0	1	0	3	4	1	1	1	0	0	0	0	0	1	2	0	0	0
2022_01_25_6_16S_pda_mice_ffpe	270	0	0	138	0	0	177	6935	4	0	0	3134	0	300	0	0	34	1	0	187	1	142	1	0	1	0	3	0	0	433	4	0	0	0	110	1	0	0	2676	0	12	0	0	0	0	0	0	2	0	33	0	0	5	3	0	0	1567	10	0	74	0	0	2	0	0	0	24	0	28	0	0	0	14	0	130	0	0	0	47	15	85	0	0	0	1	0	0	0	25	6	3	1	0
2022_01_25_1_16S_pda_mice_ffpe	892	40	73	623	0	79	965	3574	47	2285	2	534	0	1105	80	47	361	267	2	0	45	204	38	1121	1	0	163	0	0	47	1132	0	1	0	0	0	0	0	3128	6	36	0	2	0	0	9	0	0	0	170	0	0	0	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	55	0	2	0	0	0	0	1	0	0	8	0	0	0	10	0	9	1	22	0	0	0	0	0	0
2022_01_25_2_16S_pda_mice_ffpe	613	19	62	156	0	2	73	6781	8	151	448	651	0	109	0	0	160	56	82	2286	109	32	6	123	4	0	52	0	0	1709	253	0	9	0	280	7	0	0	1086	12	0	1	0	0	0	1	0	0	1	295	1	1	2896	0	86	2	602	13	0	0	0	1	0	0	0	0	1	2	18	0	1	0	2	1	0	1	0	1	11	0	0	0	1	0	47	0	0	0	2	0	0	1	0
2022_01_26_supernatant_16S_pda_cell-lines	1202	3	0	110	1330	0	28	1130	48	7	0	36	0	423	0	0	56	242	10	18	34	22	7	0	9	0	292	9	0	8	602	0	5	0	172	1	0	0	1970	3	3	2	0	0	0	0	6	0	1	157	0	0	58	4	120	0	929	3	1	0	0	0	0	0	0	0	0	0	28	0	3	2	6	0	0	0	0	1	3	0	41	0	0	0	4	0	0	0	0	0	10	1	0
2022_01_26_supernatant_centri_16S_pda_cell-lines	270	0	0	4	135	3	0	100	6	0	39	107	0	99	0	1	69	0	1	41	37	2	0	2	0	0	20	2	0	0	69	1	0	0	0	2	4	0	290	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	172	0	0	0	0	27	0	4	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
2022_01_26_medium_16S_pda_cell-lines	1020	0	77	66	1699	0	88	1692	49	73	24	122	0	657	34	0	79	90	13	55	308	21	7	1	5	0	96	9	27	0	57	0	2	73	86	212	0	38	1188	0	3	0	1	0	0	0	0	0	0	0	0	0	39	86	0	0	224	1	7	0	0	0	0	0	0	0	4	0	22	0	1	5	59	0	0	0	0	4	1	1	0	0	1	0	216	0	13	0	0	0	0	0	0
2022_01_26_medium_centri_16S_pda_cell-lines	1846	91	38	0	599	17	294	877	30	1	116	340	0	451	0	182	44	603	10	551	8	44	6	0	0	11	0	1	3	124	45	0	49	0	55	0	0	2	928	9	8	287	0	2	2	1	0	0	1	521	1	0	9	0	0	0	126	3	0	0	0	0	0	0	0	0	0	8	13	0	9	56	71	0	0	7	0	0	0	0	57	0	1	0	27	0	0	0	0	3	11	0	0
2022_01_26_buffer_16S_pda_cell-lines	136	1	15	498	558	195	52	414	1	162	71	673	1	196	0	0	10	33	2	164	1370	59	112	16	0	0	1	4	40	0	426	0	92	0	0	1	6	200	792	63	12	176	1	2	1	0	0	1	3	72	13	0	2	0	19	4	21	3	0	0	7	0	0	1	0	0	129	1	13	0	1	0	2	0	0	0	0	3	1	0	1	0	0	0	55	0	0	0	1	0	0	0	0
2022_03_09_NTC 3_16S_pda_mice_kpc	0	0	0	0	9	3	0	65	10	0	4	0	0	0	0	0	0	0	1	0	4	0	0	1	0	0	2	5	23	0	0	0	0	0	0	3	0	0	1937	0	0	1	0	0	0	0	2	0	21	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	42	0	0	7	2	0	49	0	0	0	0	0	0	0	0	0	3	0	0	1	0
2022_03_09_NTC 4_16S_pda_mice_kpc	0	0	0	0	1	1	0	27	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	599	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	9	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_03_09_NTC 5_16S_pda_mice_kpc	0	0	0	0	0	6	0	0	8	0	13	2	0	0	0	0	15	0	0	11	0	0	14	2	0	0	3	9	4	0	0	0	0	0	0	3	0	0	2751	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	17	31	0	0	0	2	0	48	0	0	0	0	0	0	0	0	0	1	0	0	3	0
2022_03_09_NTC 6_16S_pda_mice_kpc	0	0	0	0	0	3	0	19	10	0	0	1	0	0	0	0	14	10	0	50	0	0	19	0	0	0	1	7	3	0	0	0	0	0	0	2	0	0	2267	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	2	0	0	10	34	0	0	1	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_03_09_NTC 7_16S_pda_mice_kpc	0	0	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	5	1	10	0	0	13	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1584	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	14	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2022_03_09_NTC 8_16S_pda_mice_kpc	0	0	0	0	48	4	0	15	6	0	0	1	0	0	0	0	0	12	11	1	40	0	20	1	0	0	2	8	25	0	0	0	1	0	0	2	0	3	2234	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	51	0	0	26	9	0	44	0	0	0	1	0	1	0	0	0	14	0	0	0	0
2022_03_17_2_16S_pda_human_ffpe	0	0	0	0	0	0	0	1137	0	0	0	0	0	0	200	0	0	638	0	227	0	0	1	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	3495	0	0	0	0	0	0	0	0	0	1	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	30	7	94	214	4	0	0	0	2	0	22	0	2	0	2	0	0	0	0	0	0	0	0	3	0
2022_03_17_3_16S_pda_human_ffpe	0	0	0	0	7	0	0	0	0	0	0	26	0	0	676	0	42	22	3	239	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1950	0	0	0	0	0	0	0	0	0	0	83	0	2	0	3	0	0	0	0	0	1	0	1	2	0	0	0	0	36	8	10	0	247	11	0	1	7	6	1	18	0	0	5	7	0	0	0	0	0	0	0	0	1	0
2022_03_17_4_16S_pda_human_ffpe	165	0	0	6	0	0	0	0	0	0	0	10	0	0	468	0	6	35	3	289	3	0	38	0	4	0	4	1	7	0	0	0	56	0	0	1	0	0	2056	1	0	0	0	0	0	0	0	0	0	1	0	8	0	6	0	0	0	0	0	57	0	1	4	1	1	0	6	0	13	17	0	435	13	0	47	0	7	0	15	8	1	0	6	2	0	0	0	0	9	0	0	0	2
2022_03_17_5_16S_pda_human_ffpe	12	0	0	0	0	14	0	0	0	0	0	0	0	0	733	0	3	17	1	14	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1917	0	0	0	0	0	0	0	0	0	0	43	0	0	1	7	0	0	0	0	0	5	0	0	3	0	0	0	0	0	6	5	0	592	1	0	5	0	0	0	15	2	2	0	2	0	1	0	0	0	3	0	0	1	0
2022_03_17_1 1_16S_pda_human_ffpe	0	0	0	0	0	47	0	1	0	0	0	0	0	0	0	0	0	117	0	0	76	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2818	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1	0	72	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	2	0
2022_03_17_6_16S_pda_human_ffpe	0	0	0	0	2	0	0	51	0	0	0	0	0	0	219	0	2	7	0	93	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1415	0	0	0	0	0	0	0	0	0	0	74	0	3	0	0	0	0	0	0	0	6	0	0	1	0	0	0	1	0	6	2	0	265	1	0	8	0	1	0	23	1	1	0	0	1	66	0	1	0	2	0	0	0	1
2022_03_17_1 3_16S_pda_human_ffpe	0	0	0	0	0	28	0	158	0	0	0	0	0	0	0	0	14	0	0	120	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2022_06_02_P1263-21_16S_pda_human_ffpe	0	0	0	0	0	18	0	3	63	0	0	0	0	0	0	0	1	1	0	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	347	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	688	0	20	0	0	1	1	0	0
2022_06_02_P19034-20_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	42	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_06_02_P29041-20_16S_pda_human_ffpe	2	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	1758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	1	0	0	5	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_06_02_P6463-21_16S_pda_human_ffpe	0	0	0	0	0	29	0	0	0	0	4356	0	0	0	13	0	0	28	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	311	0	0	16	0	2	4	3	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_06_02_P7019-21_16S_pda_human_ffpe	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1550	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_06_02_P29577-21_16S_pda_human_ffpe	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	258	0	3	0	0	0	0	0	0
2022_06_02_P14240-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	0	41	0	0	43	0	0	454	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	20	0	0	0	0	0	0	1	0	0	0	0	0	16	0	0	0	0	0	0	0	0
