feature	Finegoldia	Dysosmobacter	Anaerococcus	Lachnospiraceae_unclassified_family	Campylobacter	Mesorhizobium	Pseudomonas	Faecalibacterium	Peptostreptococcaceae_unclassified_family	Blautia	Streptococcus	Peptoniphilus	Anaerobutyricum	Clostridium	Anaerostipes	Dialister	Mediterraneibacter	Ruminococcus	Escherichia	Lachnospira	Eubacteriales_unclassified_order	Agathobacter	Aminipila	Caproiciproducens	Shigella	Mogibacterium	Massilistercora	Romboutsia	Pseudobutyrivibrio	Lactobacillus	Stenotrophomonas	Oscillospiraceae_unclassified_family	Phocaeicola	Cutibacterium	Ruminiclostridium	Roseburia	Lachnoclostridium	Acinetobacter	Sinorhizobium	Ruthenibacterium	Staphylococcus	Janthinobacterium	Eubacteriales.Family.XIII..Incertae.Sedis_unclassified_family	Oscillibacter	Lacrimispora	Enterococcus	Bacteroides	Ezakiella	Megasphaera	Salmonella	Enterobacter	Caproicibacterium	Hungatella	Enterocloster	Haemophilus	Corynebacterium	Veillonella	Erysipelotrichaceae_unclassified_family	Ligilactobacillus	Brucella	Agrobacterium	Ralstonia	Peptacetobacter	Gemella	Flintibacter	Anaerotignum	Bacillus	Anaerocolumna	Acetivibrio	Intestinimonas	Fusobacterium	Mammaliicoccus	Murdochiella	Flavonifractor	Tannerella	Ethanoligenens	Lachnoanaerobaculum	Marinilactibacillus	Herbinix	Porphyromonas	Prevotella	Yokenella	Mannheimia	Paraclostridium	Piscinibacter	Serratia	Citrobacter	Sphingomonas	Sutterella	Clostridioides	Crassaminicella	Planococcus	Klebsiella	Butyrivibrio	Segatella	Rhizobium	Parvimonas	Abiotrophia	Aerococcus	Alkaliphilus	Pantoea	Mixta	Jeotgalibaca	Acidaminococcus	Dickeya	Sodalis	Enterobacteriaceae_unclassified_family	Vibrio	Priestia	Limosilactobacillus	Lacticaseibacillus	Proteus	Methylobacterium	Edwardsiella	Moraxella	Actinobacillus	Yersinia	Cronobacter	Xylanibacter	Pseudoduganella	Tetragenococcus	Pasteurella	Carnobacterium	Methylocystis	Leclercia	Aggregatibacter	Acidovorax	Phyllobacterium	Raoultella	Burkholderiales_unclassified_order	Providencia	Aquibium	Erwinia	Companilactobacillus	Methylorubrum	Selenomonas	Atlantibacter	Lysinibacillus	Pectobacterium	Kluyvera	Melissococcus	Paracidovorax	Stutzerimonas	Aeromonas	Aminobacter	Vagococcus	Filifactor	Lancefieldella	Hydrogenophaga	Phascolarctobacterium	Lactococcus	Gudongella	Neisseria	Azospira	Hoylesella	Novosphingobium	Latilactobacillus	Acetoanaerobium	Aquabacterium	Capnocytophaga	Kosakonia	Listeria	Tatumella	Leptothrix	Sphaerotilus	Massilia	Rubrivivax	Schaalia	Diaphorobacter	Actinomyces	Devosia	Cupriavidus	Roseateles	Weissella	Herbaspirillum	Sphingobium	Leuconostoc	Ottowia	Chromobacterium	Cloacibacterium	Comamonas	Eikenella	Glaesserella	Sphingosinicella	Hyphomicrobium	Rhodoferax	Cytobacillus	Kingella	Lapidilactobacillus	Kocuria	Brevundimonas	Delftia	Sphingosinithalassobacter	Suicoccus	Pasteurellaceae_unclassified_family	Avibacterium	Rhodopseudomonas	Limnohabitans	Rhizorhabdus	Caminibacter	Bibersteinia	Bradyrhizobium	Bosea	Paenacidovorax	Variovorax	Methylibium	Afipia	Breoghania	Caenibius	Microvirga	Rothia	Polaromonas	Croceicoccus	Bordetella	Ancylobacter	Blastochloris	Paracoccus	Stella	Burkholderia	Tsuneonella	Ochrobactrum	Tardibacter	Sphingopyxis	Xanthomonas	Roseomonas	Altererythrobacter	Micrococcus	Collimonas	Vitreoscilla	Sphingorhabdus	Alicycliphilus	Anabaena	Inhella	Caldimonas	Rodentibacter	Caulobacter	Alysiella	Salinicoccus	Paraburkholderia	Acetobacter	Porphyrobacter	Synechococcus	Denitratisoma	Erythrobacter	Nitrobacter	Neorhizobium	Oscillatoria	Parasphingopyxis	Pandoraea	Mycetohabitans	Caballeronia	Qipengyuania	Zymomonas	Blastomonas	Betaproteobacteria_unclassified_class
2021_08_31_negKO1_16S_PMAPS	-1.90240804186104	-7.63891701470965	-4.4812183156006	-5.13534284082915	-5.26321766338131	-7.79295064338207	-10.4832661442495	-3.68530992019411	-5.7235292424246	-3.45787486862461	-5.20460550326627	-3.03881591715058	-4.82895559683757	-9.41913580682974	-6.73324439725781	-5.27736184570158	-6.41913580682974	-4.75287320400674	-6.32798791877155	-6.96541783938684	-6.10349397478981	-13.9426977628868	-9.08471676775918	-7.65729554402451	-10.2422580447457	-8.58514575826867	-8.10980774872202	-8.03580716727824	-9.24225804474566	-7.29884157311203	-11.3577352621656	-9.550380340108	-7.81341474594179	-9.3577352621656	-12.9426977628868	-5.84466567992623	-6.5589934704127	-8.73324439725781	-12.3577352621656	-9.6207696679994	-6.25619723570354	-10.0358071672782	-9.550380340108	-8.8983036435283	-8.38810891120912	-7.98850145249988	-9.13534284082915	-9.94269776288676	-7.25619723570354	-9.48326614424946	-10.0358071672782	-10.7727727614444	-8.81341474594179	-8.45084466655708	-9.03580716727824	-12.9426977628868	-8.3577352621656	-12.9426977628868	-10.2422580447457	-13.9426977628868	-8.77277276144445	-13.9426977628868	-10.3577352621656	-10.9426977628868	-10.4832661442495	-10.4832661442495	-11.3577352621656	-9.6207696679994	-10.9426977628868	-9.77277276144445	-11.3577352621656	-13.9426977628868	-10.6207696679994	-9.08471676775918	-11.9426977628868	-10.7727727614444	-11.9426977628868	-13.9426977628868	-11.1353428408292	-12.3577352621656	-11.3577352621656	-12.9426977628868	-12.9426977628868	-10.6207696679994	-12.3577352621656	-13.9426977628868	-12.3577352621656	-11.6207696679994	-11.1353428408292	-12.3577352621656	-12.9426977628868	-13.9426977628868	-11.9426977628868	-12.9426977628868	-13.9426977628868	-12.9426977628868	-13.9426977628868	-13.9426977628868	-11.9426977628868	-13.9426977628868	-12.3577352621656	-13.9426977628868	-13.9426977628868	-12.3577352621656	-13.9426977628868	-13.9426977628868	-12.9426977628868	-13.9426977628868	-13.9426977628868	-17.5760044905947	-16.4730080754384	-17.3674062190074	-18.76284915707	-17.984262680628	-18.5760044905947	-16.6765838319725	-16.9910419898735	-18.3526814316566	-18.76284915707	-18.5760044905947	-16.8424976699435	-18.6765838319725	-16.5840816807165	-17.0442660335022	-18.3526814316566	-16.530497782923	-18.5630919758031	-16.2633792471601	-17.2909547970381	-18.6765838319725	-18.3526814316566	-18.76284915707	-18.76284915707	-17.5630919758031	-17.3674062190074	-16.5630919758031	-18.3674062190074	-18.6765838319725	-17.984262680628	-18.5760044905947	-17.984262680628	-18.76284915707	-17.984262680628	-18.76284915707	-18.76284915707	-17.7679775016039	-18.0723629278247	-18.3674062190074	-18.5630919758031	-16.9910419898735	-18.76284915707	-18.3674062190074	-17.0916213312513	-16.0751866364807	-18.5760044905947	-16.7363490766338	-17.1254134704833	-18.6765838319725	-18.6765838319725	-15.3931669743608	-18.3674062190074	-18.5630919758031	-18.5630919758031	-18.6765838319725	-17.76284915707	-17.6376154533962	-18.5630919758031	-17.0888710356431	-18.76284915707	-17.984262680628	-18.5630919758031	-18.5630919758031	-17.3674062190074	-18.5630919758031	-18.5630919758031	-17.6765838319725	-18.76284915707	-18.5760044905947	-18.5630919758031	-17.984262680628	-18.76284915707	-16.9284489776627	-16.7677189309354	-17.3674062190074	-18.76284915707	-18.6765838319725	-18.76284915707	-17.984262680628	-17.76284915707	-14.8143376791857	-18.6765838319725	-17.984262680628	-17.984262680628	-17.984262680628	-18.0723629278247	-18.0723629278247	-17.984262680628	-18.3526814316566	-18.5760044905947	-18.5760044905947	-18.6765838319725	-17.3674062190074	-16.5432735384498	-18.6765838319725	-17.6376154533962	-18.5760044905947	-16.9013383231795	-18.76284915707	-18.76284915707	-17.2909547970381	-17.0442660335022	-17.1778866563488	-18.76284915707	-17.5760044905947	-17.0442660335022	-18.6765838319725	-16.3715044120433	-18.3674062190074	-18.6765838319725	-18.76284915707	-18.76284915707	-17.76284915707	-18.5760044905947	-17.3674062190074	-16.0766903576705	-18.5760044905947	-18.3526814316566	-16.6376154533962	-18.6765838319725	-18.7615772023836	-16.5432735384498	-17.76284915707	-17.6376154533962	-18.7615772023836	-18.0723629278247	-16.5432735384498	-18.76284915707	-17.76284915707	-18.3674062190074	-18.3674062190074	-18.76284915707	-18.5760044905947	-17.3526814316566	-18.6765838319725	-18.6765838319725	-18.6765838319725	-14.5338163894334	-16.9284489776627	-17.5760044905947	-17.5760044905947	-18.5760044905947	-18.5760044905947	-18.5760044905947	-18.76284915707	-15.1229088610974
2021_08_31_negKO3_16S_PMAPS	-1.57228283422785	-8.10524845548408	-5.10524845548408	-6.21804022573726	-6.03095467313677	-6.2566000722683	-7.51638150030701	-4.33180097056818	-7.04776296082332	-4.42754313531583	-4.70014159225518	-2.96961215308867	-6.13188358198755	-12.0477629608233	-7.48552053660225	-5.67489790071073	-6.88789162404493	-5.56798269679422	-3.66946810491143	-7.26640324729866	-6.9444751524113	-14.0477629608233	-10.3473232426822	-8.93923850404515	-7.78097642012842	-9.69021095620524	-8.83830959519437	-9.76236074196107	-10.0935666504364	-10.3473232426822	-11.725834865936	-9.62149820612122	-7.7168460827087	-8.49317410914568	-13.0477629608233	-6.84319181657412	-7.15901971192506	-11.4628004601022	-18.76284915707	-9.24040803876572	-7.46280046010216	-11.725834865936	-10.4039067710486	-9.0704830373234	-8.91847994387835	-6.87283727832264	-7.96030011957298	-11.2404080387657	-6.76699219069272	-7.58015741074032	-8.22758399840813	-10.960300119573	-9.87783795938101	-9.18978196569575	-6.67272352947639	-10.7998354473797	-4.84563913699286	-17.1254134704833	-18.5760044905947	-12.4628004601022	-13.4628004601022	-10.4628004601022	-12.725834865936	-13.4628004601022	-9.58833134218602	-15.0477629608233	-17.6376154533962	-11.0477629608233	-14.0477629608233	-11.725834865936	-10.725834865936	-18.6765838319725	-11.0477629608233	-8.58833134218602	-15.0477629608233	-11.0477629608233	-12.725834865936	-12.0477629608233	-11.588331342186	-15.8770444314207	-12.2404080387657	-15.0477629608233	-13.4628004601022	-16.0723629278247	-17.6376154533962	-9.79983544737973	-10.1897819656957	-12.2404080387657	-15.0477629608233	-15.6120045562862	-18.3674062190074	-18.6765838319725	-9.43305311670811	-15.0477629608233	-14.0477629608233	-14.0477629608233	-15.0477629608233	-15.0477629608233	-13.4628004601022	-17.6765838319725	-11.725834865936	-15.0477629608233	-18.0723629278247	-9.83830959519437	-17.984262680628	-12.4628004601022	-14.0477629608233	-14.0477629608233	-18.5760044905947	-9.79983544737973	-11.2404080387657	-8.93923850404515	-10.877837959381	-11.4628004601022	-11.725834865936	-13.4628004601022	-12.0477629608233	-13.4628004601022	-13.4628004601022	-15.0477629608233	-15.0477629608233	-13.0477629608233	-13.0477629608233	-15.0477629608233	-15.0477629608233	-13.4628004601022	-12.4628004601022	-14.0477629608233	-12.2404080387657	-12.2404080387657	-15.0477629608233	-14.0477629608233	-15.0477629608233	-15.0477629608233	-14.0477629608233	-15.0477629608233	-14.0477629608233	-15.0477629608233	-15.0477629608233	-15.0477629608233	-14.0477629608233	-15.0477629608233	-15.0477629608233	-13.4628004601022	-15.0477629608233	-15.0477629608233	-15.0477629608233	-18.3674062190074	-18.5630919758031	-16.9910419898735	-18.76284915707	-18.3674062190074	-17.0916213312513	-16.0751866364807	-18.5760044905947	-16.7363490766338	-17.1254134704833	-18.6765838319725	-18.6765838319725	-15.3931669743608	-18.3674062190074	-18.5630919758031	-18.5630919758031	-18.6765838319725	-17.76284915707	-17.6376154533962	-18.5630919758031	-17.0888710356431	-18.76284915707	-17.984262680628	-18.5630919758031	-18.5630919758031	-17.3674062190074	-18.5630919758031	-18.5630919758031	-17.6765838319725	-18.76284915707	-18.5760044905947	-18.5630919758031	-17.984262680628	-18.76284915707	-16.9284489776627	-16.7677189309354	-17.3674062190074	-18.76284915707	-18.6765838319725	-18.76284915707	-17.984262680628	-17.76284915707	-14.8143376791857	-18.6765838319725	-17.984262680628	-17.984262680628	-17.984262680628	-18.0723629278247	-18.0723629278247	-17.984262680628	-18.3526814316566	-18.5760044905947	-18.5760044905947	-18.6765838319725	-17.3674062190074	-16.5432735384498	-18.6765838319725	-17.6376154533962	-18.5760044905947	-16.9013383231795	-18.76284915707	-18.76284915707	-17.2909547970381	-17.0442660335022	-17.1778866563488	-18.76284915707	-17.5760044905947	-17.0442660335022	-18.6765838319725	-16.3715044120433	-18.3674062190074	-18.6765838319725	-18.76284915707	-18.76284915707	-17.76284915707	-18.5760044905947	-17.3674062190074	-16.0766903576705	-18.5760044905947	-18.3526814316566	-16.6376154533962	-18.6765838319725	-18.7615772023836	-16.5432735384498	-17.76284915707	-17.6376154533962	-18.7615772023836	-18.0723629278247	-16.5432735384498	-18.76284915707	-17.76284915707	-18.3674062190074	-18.3674062190074	-18.76284915707	-18.5760044905947	-17.3526814316566	-18.6765838319725	-18.6765838319725	-18.6765838319725	-14.5338163894334	-16.9284489776627	-17.5760044905947	-17.5760044905947	-18.5760044905947	-18.5760044905947	-18.5760044905947	-18.76284915707	-15.1229088610974
2021_10_13_negKO5_16S_PMAPS	-2.78542569492232	-9.54072416277462	-3.47928026855019	-6.26045305201552	-7.15052212899786	-10.2684712269114	-13.6562013801946	-8.10366035716577	-4.06936159223273	-6.32468723647799	-3.25952525087387	-2.1471191941354	-7.91204028462414	-7.52006469220852	-8.37326741692305	-5.52932486095668	-5.83602241777937	-7.00658592113114	-3.85099492471553	-9.54072416277462	-8.13682722110097	-14.3931669743608	-6.80570196643643	-11.5186978564446	-7.52691836324959	-5.37573990260258	-8.18805254445615	-8.43897066397388	-9.69890583114879	-8.46769495301051	-15.5084756970296	-9.84884645813695	-9.19676976155726	-11.6562013801946	-17.5630919758031	-7.70666644717754	-6.98094999414429	-17.5630919758031	-18.76284915707	-12.0085031241254	-10.1201484799543	-13.862652257662	-6.78337262065967	-12.9781294750819	-9.81489912621361	-6.23834886530866	-9.14523946091717	-5.01330730785521	-8.34877285500231	-8.04149153607935	-9.20553997118499	-11.9781294750819	-10.7302019616383	-9.48627637875224	-9.8082044736396	-17.5630919758031	-8.27077034300103	-15.5630919758031	-18.5760044905947	-18.76284915707	-18.6765838319725	-18.6765838319725	-7.04247329524679	-8.88009739212139	-9.10776475549851	-9.04345572295986	-15.2411638809157	-11.1201484799543	-11.3151644623595	-12.4338089588581	-9.12430012322481	-18.6765838319725	-9.25020902051872	-9.31516446235949	-13.1707745530243	-11.4970027853453	-15.9781294750819	-13.1036603571658	-12.6562013801946	-11.9192357860283	-7.6338335671661	-13.3931669743608	-16.5630919758031	-8.56309197580307	-16.5630919758031	-12.3931669743608	-11.3151644623595	-13.9534689622288	-13.4756291345527	-9.40322063902468	-11.0395300197461	-18.6765838319725	-6.76543044994931	-13.2411638809157	-9.47562913455273	-17.3674062190074	-6.49431369781766	-12.7557370537455	-12.3536386101741	-13.2411638809157	-13.9781294750819	-14.3931669743608	-14.2411638809157	-7.43638750295988	-16.5630919758031	-14.1036603571658	-15.5630919758031	-14.9781294750819	-18.5760044905947	-11.1036603571658	-14.2411638809157	-14.5630919758031	-11.6323546382402	-12.6562013801946	-18.5760044905947	-16.6765838319725	-13.2411638809157	-14.2411638809157	-11.7051109806755	-18.5760044905947	-13.1707745530243	-17.5630919758031	-12.3931669743608	-17.0442660335022	-13.9781294750819	-16.530497782923	-17.5630919758031	-16.2633792471601	-14.7557370537455	-18.6765838319725	-15.5630919758031	-17.5630919758031	-14.3931669743608	-16.5630919758031	-13.7557370537455	-15.5630919758031	-13.862652257662	-14.3931669743608	-13.0395300197461	-15.5630919758031	-16.5630919758031	-18.76284915707	-17.984262680628	-16.5630919758031	-18.76284915707	-11.6562013801946	-13.1707745530243	-12.1036603571658	-17.5630919758031	-9.53518597923319	-15.5630919758031	-12.6088956654162	-11.9781294750819	-12.862652257662	-10.3151644623595	-13.3151644623595	-14.1036603571658	-11.6804489264412	-12.5186978564446	-14.3931669743608	-15.5630919758031	-17.5630919758031	-17.5630919758031	-17.5630919758031	-16.5630919758031	-15.9781294750819	-17.5630919758031	-15.2411638809157	-15.5630919758031	-15.5630919758031	-17.5630919758031	-17.5630919758031	-15.5630919758031	-17.5630919758031	-17.5630919758031	-15.9781294750819	-17.5630919758031	-17.5630919758031	-17.5630919758031	-16.5630919758031	-18.76284915707	-16.9284489776627	-16.7677189309354	-17.3674062190074	-18.76284915707	-18.6765838319725	-18.76284915707	-17.984262680628	-17.76284915707	-14.8143376791857	-18.6765838319725	-17.984262680628	-17.984262680628	-17.984262680628	-18.0723629278247	-18.0723629278247	-17.984262680628	-18.3526814316566	-18.5760044905947	-18.5760044905947	-18.6765838319725	-17.3674062190074	-16.5432735384498	-18.6765838319725	-17.6376154533962	-18.5760044905947	-16.9013383231795	-18.76284915707	-18.76284915707	-17.2909547970381	-17.0442660335022	-17.1778866563488	-18.76284915707	-17.5760044905947	-17.0442660335022	-18.6765838319725	-16.3715044120433	-18.3674062190074	-18.6765838319725	-18.76284915707	-18.76284915707	-17.76284915707	-18.5760044905947	-17.3674062190074	-16.0766903576705	-18.5760044905947	-18.3526814316566	-16.6376154533962	-18.6765838319725	-18.7615772023836	-16.5432735384498	-17.76284915707	-17.6376154533962	-18.7615772023836	-18.0723629278247	-16.5432735384498	-18.76284915707	-17.76284915707	-18.3674062190074	-18.3674062190074	-18.76284915707	-18.5760044905947	-17.3526814316566	-18.6765838319725	-18.6765838319725	-18.6765838319725	-14.5338163894334	-16.9284489776627	-17.5760044905947	-17.5760044905947	-18.5760044905947	-18.5760044905947	-18.5760044905947	-18.76284915707	-15.1229088610974
2021_10_13_negKO4_16S_PMAPS	-4.45190675533917	-6.747052719873	-5.05020328572722	-4.73633516718443	-4.82344583095447	-7.75785048783923	-9.16408371821283	-4.47028840688736	-5.40966915329041	-3.36232529266414	-2.83848971117892	-4.92593265442237	-5.31626414495549	-9.49240958429835	-5.401650229361	-7.6511073303174	-6.38807292448361	-4.89978644317413	-6.38807292448361	-6.92898024512683	-6.59194525784926	-13.2838229624869	-7.14191233721421	-8.98426268062802	-10.7748093149991	-6.6839101202998	-8.22937517846455	-13.5248310619907	-8.34040649085329	-10.5413191847793	-15.5084756970296	-9.02426074855994	-7.18822307179825	-12.984262680628	-11.0300663702411	-5.08490575770491	-5.88623059766749	-16.984262680628	-18.76284915707	-5.0384530957272	-7.94260352899081	-9.83451556112334	-7.22271144818354	-7.34401774440567	-8.35855383756355	-9.63553452639694	-9.29077572312869	-6.1939141838761	-4.61275826858468	-9.24279569422687	-11.0535253430651	-9.39180564335994	-9.50852924966162	-8.44510386951999	-6.24026981956784	-14.984262680628	-5.92694780284532	-14.984262680628	-18.5760044905947	-14.984262680628	-18.6765838319725	-11.2029029671034	-9.42202025640695	-6.11775646840182	-8.880974872216	-11.0300663702411	-11.7363351671844	-9.18984681427791	-7.76751682243271	-9.18984681427791	-8.00126910593371	-16.984262680628	-4.22812338225509	-7.20947562102685	-13.6623345857407	-10.6804819324509	-9.63553452639694	-10.7174761399331	-11.9398685612696	-12.0773720850195	-8.09856630728862	-18.3674062190074	-13.6623345857407	-11.6623345857407	-17.6376154533962	-13.5248310619907	-14.1769077585704	-7.67820099119968	-10.2977621534448	-13.2838229624869	-12.0773720850195	-16.984262680628	-12.2293751784646	-12.1262816855004	-12.5248310619907	-17.3674062190074	-13.8143376791857	-8.53717945441837	-10.5413191847793	-14.984262680628	-15.3993001799069	-15.984262680628	-11.7748093149991	-13.984262680628	-16.984262680628	-18.3674062190074	-18.3526814316566	-16.984262680628	-9.91817349017025	-9.76509416016586	-16.4730080754384	-17.3674062190074	-9.90744708357719	-16.984262680628	-18.5760044905947	-14.6623345857407	-15.984262680628	-15.984262680628	-15.3993001799069	-18.5760044905947	-11.5919452578493	-13.2838229624869	-9.82439134384963	-17.0442660335022	-16.984262680628	-10.0300663702411	-18.5630919758031	-16.2633792471601	-17.2909547970381	-18.6765838319725	-18.3526814316566	-16.984262680628	-18.76284915707	-15.984262680628	-12.0300663702411	-9.6092232492811	-16.984262680628	-13.5248310619907	-16.984262680628	-15.984262680628	-16.984262680628	-18.76284915707	-16.984262680628	-18.76284915707	-18.76284915707	-9.48441679354481	-14.3993001799069	-15.984262680628	-18.5630919758031	-6.99274083455232	-11.3404064908533	-14.6623345857407	-7.16248869865745	-10.2700171629619	-11.3404064908533	-11.6267106760099	-17.1254134704833	-18.6765838319725	-14.984262680628	-13.2838229624869	-16.984262680628	-10.3260511978762	-16.984262680628	-18.6765838319725	-17.76284915707	-17.6376154533962	-18.5630919758031	-17.0888710356431	-13.3993001799069	-16.984262680628	-18.5630919758031	-18.5630919758031	-17.3674062190074	-14.3993001799069	-16.984262680628	-12.1262816855004	-18.76284915707	-14.1769077585704	-18.5630919758031	-16.984262680628	-10.5413191847793	-13.984262680628	-15.3993001799069	-13.8143376791857	-13.8143376791857	-16.984262680628	-16.984262680628	-16.984262680628	-14.6623345857407	-13.8143376791857	-15.984262680628	-16.984262680628	-16.984262680628	-16.984262680628	-16.984262680628	-15.984262680628	-16.984262680628	-15.984262680628	-16.984262680628	-16.984262680628	-16.984262680628	-17.3674062190074	-16.5432735384498	-18.6765838319725	-17.6376154533962	-18.5760044905947	-16.9013383231795	-18.76284915707	-18.76284915707	-17.2909547970381	-17.0442660335022	-17.1778866563488	-18.76284915707	-17.5760044905947	-17.0442660335022	-18.6765838319725	-16.3715044120433	-18.3674062190074	-18.6765838319725	-18.76284915707	-18.76284915707	-17.76284915707	-18.5760044905947	-17.3674062190074	-16.0766903576705	-18.5760044905947	-18.3526814316566	-16.6376154533962	-18.6765838319725	-18.7615772023836	-16.5432735384498	-17.76284915707	-17.6376154533962	-18.7615772023836	-18.0723629278247	-16.5432735384498	-18.76284915707	-17.76284915707	-18.3674062190074	-18.3674062190074	-18.76284915707	-18.5760044905947	-17.3526814316566	-18.6765838319725	-18.6765838319725	-18.6765838319725	-14.5338163894334	-16.9284489776627	-17.5760044905947	-17.5760044905947	-18.5760044905947	-18.5760044905947	-18.5760044905947	-18.76284915707	-15.1229088610974
2021_10_13_negKO6_16S_PMAPS	-4.67410484744742	-6.49101407621828	-4.74235314841969	-4.11476246579915	-5.27342264114565	-4.73985929293114	-8.87288471156192	-4.2255353117491	-5.57298292300456	-3.9457352769696	-3.80483932413882	-3.67172612466469	-6.53357453844632	-8.10992390886277	-7.47433533507165	-5.24839384665413	-6.49101407621828	-6.51639939463819	-3.56413200542229	-6.40948419072168	-9.52496140814161	-16.530497782923	-8.9630825205335	-10.7473538294781	-7.66935131747679	-6.41743294383717	-8.82981598967003	-11.9172788309204	-8.63187661205813	-18.76284915707	-15.5084756970296	-10.9172788309204	-6.33985000288463	-9.27342264114565	-12.9172788309204	-5.66935131747679	-6.64115442564614	-8.33231633019922	-18.76284915707	-7.17581184451923	-7.23077830373716	-16.9284489776627	-9.82981598967003	-8.49101407621828	-7.82981598967003	-6.71760648608401	-7.13591911739571	-6.37812001981234	-10.3323163301992	-6.0592978357928	-8.39371687486336	-11.1099239088628	-9.39371687486336	-9.21683911277928	-6.84046323386954	-11.595350736033	-8.30256898680516	-12.3323163301992	-13.9172788309204	-12.9172788309204	-18.6765838319725	-18.6765838319725	-8.66935131747679	-5.8087543741422	-7.23077830373716	-10.1099239088628	-7.50788789478267	-10.4578472122831	-8.63187661205813	-9.59535073603301	-6.295227011464	-18.6765838319725	-7.61349808274327	-7.89491101789192	-16.0477629608233	-11.3323163301992	-11.3323163301992	-13.9172788309204	-10.7473538294781	-12.3323163301992	-5.63650806078977	-12.3323163301992	-13.9172788309204	-10.3323163301992	-11.3323163301992	-11.595350736033	-11.1099239088628	-11.1099239088628	-11.3323163301992	-11.9172788309204	-11.1099239088628	-18.6765838319725	-9.82981598967003	-11.595350736033	-7.55972682630229	-12.3323163301992	-6.55095661667456	-8.74735382947806	-12.9172788309204	-13.9172788309204	-11.9172788309204	-12.9172788309204	-12.9172788309204	-9.33231633019922	-17.984262680628	-13.9172788309204	-18.3526814316566	-17.984262680628	-18.5760044905947	-7.01038823531186	-13.9172788309204	-17.3674062190074	-6.33231633019922	-12.9172788309204	-7.66935131747679	-16.6765838319725	-12.3323163301992	-18.3526814316566	-9.82981598967003	-18.5760044905947	-16.8424976699435	-13.9172788309204	-16.5840816807165	-17.0442660335022	-9.39371687486336	-12.3323163301992	-9.66935131747679	-16.2633792471601	-17.2909547970381	-18.6765838319725	-18.3526814316566	-13.9172788309204	-13.9172788309204	-17.5630919758031	-8.36268997924274	-13.9172788309204	-13.9172788309204	-18.6765838319725	-17.984262680628	-18.5760044905947	-17.984262680628	-12.9172788309204	-17.984262680628	-18.76284915707	-18.76284915707	-17.7679775016039	-18.0723629278247	-9.74735382947806	-18.5630919758031	-7.14909450614345	-18.76284915707	-12.9172788309204	-11.9172788309204	-8.63187661205813	-10.595350736033	-9.39371687486336	-17.1254134704833	-11.595350736033	-7.91727883092037	-15.3931669743608	-18.3674062190074	-7.93999890742046	-18.5630919758031	-18.6765838319725	-13.9172788309204	-17.6376154533962	-18.5630919758031	-12.3323163301992	-8.49101407621828	-17.984262680628	-18.5630919758031	-18.5630919758031	-17.3674062190074	-18.5630919758031	-18.5630919758031	-8.36268997924274	-18.76284915707	-18.5760044905947	-18.5630919758031	-11.1099239088628	-10.1099239088628	-13.9172788309204	-16.7677189309354	-17.3674062190074	-18.76284915707	-13.9172788309204	-18.76284915707	-17.984262680628	-17.76284915707	-14.8143376791857	-18.6765838319725	-17.984262680628	-17.984262680628	-10.7473538294781	-18.0723629278247	-18.0723629278247	-12.9172788309204	-18.3526814316566	-18.5760044905947	-18.5760044905947	-18.6765838319725	-7.91727883092037	-9.91727883092037	-11.3323163301992	-11.3323163301992	-13.9172788309204	-13.9172788309204	-13.9172788309204	-18.76284915707	-17.2909547970381	-17.0442660335022	-17.1778866563488	-18.76284915707	-17.5760044905947	-17.0442660335022	-18.6765838319725	-16.3715044120433	-18.3674062190074	-18.6765838319725	-18.76284915707	-18.76284915707	-17.76284915707	-18.5760044905947	-17.3674062190074	-16.0766903576705	-18.5760044905947	-18.3526814316566	-16.6376154533962	-18.6765838319725	-18.7615772023836	-16.5432735384498	-17.76284915707	-17.6376154533962	-18.7615772023836	-18.0723629278247	-16.5432735384498	-18.76284915707	-17.76284915707	-18.3674062190074	-18.3674062190074	-18.76284915707	-18.5760044905947	-17.3526814316566	-18.6765838319725	-18.6765838319725	-18.6765838319725	-14.5338163894334	-16.9284489776627	-17.5760044905947	-17.5760044905947	-18.5760044905947	-18.5760044905947	-18.5760044905947	-18.76284915707	-15.1229088610974
