feature	Peptoniphilaceae	Oscillospiraceae	Lachnospiraceae	Campylobacteraceae	Phyllobacteriaceae	Pseudomonadaceae	Peptostreptococcaceae	Streptococcaceae	Clostridiaceae	Veillonellaceae	Enterobacteriaceae	Lactobacillaceae	Eubacteriales_unclassified_order	Anaerovoracaceae	Lysobacteraceae	Bacteroidaceae	Propionibacteriaceae	Moraxellaceae	Rhizobiaceae	Staphylococcaceae	Oxalobacteraceae	Eubacteriales.Family.XIII..Incertae.Sedis	Enterococcaceae	Pasteurellaceae	Planococcaceae	Corynebacteriaceae	Bacillaceae	Brucellaceae	Burkholderiaceae	Gemellaceae	Fusobacteriaceae	Tannerellaceae	Carnobacteriaceae	Prevotellaceae	Porphyromonadaceae	Sphaerotilaceae	Atopobiaceae	Yersiniaceae	Sphingomonadaceae	Aerococcaceae	Natronincolaceae	Erwiniaceae	Acidaminococcaceae	Pectobacteriaceae	Bruguierivoracaceae	Vibrionaceae	Actinomycetaceae	Microbacteriaceae	Morganellaceae	Methylobacteriaceae	Hafniaceae	Methylocystaceae	Comamonadaceae	Burkholderiales_unclassified_order	Selenomonadaceae	Aeromonadaceae	Filifactoraceae	Tissierellaceae	Neisseriaceae	Rhodocyclaceae	Flavobacteriaceae	Listeriaceae	Sterolibacteriaceae	Devosiaceae	Chromobacteriaceae	Weeksellaceae	Alcaligenaceae	Acetobacteraceae	Sphingosinicellaceae	Hyphomicrobiaceae	Micrococcaceae	Caulobacteraceae	Nitrobacteraceae	Nautiliaceae	Zoogloeaceae	Boseaceae	Hyphomicrobiales_unclassified_order	Stappiaceae	Erythrobacteraceae	Gallionellaceae	Nostocaceae	Beijerinckiaceae	Xanthobacteraceae	Blastochloridaceae	Paracoccaceae	Stellaceae	Roseobacteraceae	Azospirillaceae	Betaproteobacteria_unclassified_class	Synechococcaceae	Oscillatoriaceae	Zymomonadaceae	Rhodospirillaceae
2022_06_02_P6463-21_16S_pda_human_ffpe	0	0	0	0	0	0.00589550721691401	0	0	0	0	0.885545842650945	0	0	0	0.00264281357999593	0	0	0.00569221386460663	0	0.0189062817645863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00325269363691807	0.063224232567595	0	0	0.00325269363691807	0	0.000406586704614759	0.000813173409229518	0.000609880056922139	0	0	0.000406586704614759	0	0.00162634681845904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142305346615166	0	0.00630209392152877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_06_02_P7019-21_16S_pda_human_ffpe	0.000623052959501558	0	0	0	0	0	0	0	0.00623052959501558	0	0	0	0	0	0	0	0	0.000623052959501558	0	0	0	0	0	0	0	0	0.000623052959501558	0	0	0	0	0	0	0	0	0	0	0	0.965732087227414	0	0.000623052959501558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00934579439252336	0	0	0	0	0	0	0	0	0	0	0.0155763239875389	0	0	0	0	0	0	0	0	0	0.000623052959501558	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_06_02_P29577-21_16S_pda_human_ffpe	0	0	0	0	0	0.0283140283140283	0	0	0	0	0	0	0	0	0	0	0.0257400257400257	0	0	0	0	0	0	0	0	0	0	0.00128700128700129	0	0	0	0	0	0	0	0	0	0	0.598455598455598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00900900900900901	0	0	0	0	0	0	0	0	0	0.00128700128700129	0	0	0	0	0	0.332046332046332	0	0.00386100386100386	0	0	0	0	0	0
2022_06_02_P14240-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	0	0.0483490566037736	0	0	0.0507075471698113	0	0	0.535377358490566	0	0.00943396226415094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.278301886792453	0	0	0.00117924528301887	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0294811320754717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035377358490566	0.0235849056603774	0	0	0	0	0	0	0.00117924528301887	0	0	0	0	0	0.0188679245283019	0	0	0	0	0	0	0	0
2022_06_02_P8117-21_16S_pda_human_ffpe	0	0	0	0	0	0.0131233595800525	0	0.66502624671916	0	0	0.0177165354330709	0	0	0	0.000656167979002625	0	0.0203412073490814	0.062007874015748	0	0.0190288713910761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170275590551181	0	0	0	0	0	0	0	0	0	0	0.00393700787401575	0.000328083989501312	0	0.00164041994750656	0	0.00590551181102362	0	0	0	0	0	0	0	0	0	0	0.000984251968503937	0	0	0.00229658792650919	0.00131233595800525	0	0.0101706036745407	0.000328083989501312	0	0	0	0.00164041994750656	0	0.000656167979002625	0	0	0.00229658792650919	0	0	0	0	0	0.000328083989501312	0	0	0	0	0
2022_06_02_P2857-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	0.802855200543848	0	0.00543847722637661	0	0	0	0	0	0	0	0	0	0.00169952413324269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139700883752549	0	0	0	0	0	0	0	0	0	0	0.0377294357579878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00203942895989123	0	0	0	0	0	0.00101971447994562	0	0	0	0	0	0	0	0	0	0.00951733514615908	0	0	0	0	0	0	0	0
2022_06_02_P23469-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00174418604651163	0.143604651162791	0	0	0.0104651162790698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.830813953488372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011046511627907	0	0	0	0	0	0	0	0	0	0.00116279069767442	0	0.000581395348837209	0	0	0	0	0	0	0	0	0	0	0	0.000581395348837209
2022_06_03_P22028-21_16S_pda_human_ffpe	0.0346715328467153	0	0.00638686131386861	0	0.000912408759124088	0	0	0	0	0	0	0.0291970802919708	0	0	0	0	0.0291970802919708	0.427007299270073	0	0	0.010036496350365	0	0	0.0191605839416058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.398722627737226	0	0	0	0	0	0	0	0	0	0	0.0118613138686131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00547445255474453	0	0.00364963503649635	0.0182481751824818	0	0	0	0	0	0	0	0	0.00182481751824818	0	0	0	0.000912408759124088	0	0	0	0	0	0.00273722627737226	0	0
2022_06_03_P427-21_16S_pda_human_ffpe	0	0	0	0	0	3.94679717409322e-05	0.00193393061530568	0.000631487547854916	0	0	0.000157871886963729	0	0	0	0	0	0.0011051032087461	0.0215889805422899	7.89359434818645e-05	0.0113273078896476	0.00702529896988594	0	0.000592019576113984	0.000157871886963729	0	0	0.000552551604373051	0.000157871886963729	0	0	0	0	0	0	0	0.000986699293523306	0	0	0.200891976161345	0	0	0	0	0	0	0	0	0	0	0.718948573232822	3.94679717409322e-05	7.89359434818645e-05	0.00130244306745076	3.94679717409322e-05	0	0	0	0	0.000236807830445593	0	0	0	0	0.000394679717409322	0	0	0.000157871886963729	0.00209180250226941	0.000236807830445593	0	0.00264435410664246	0	0.000197339858704661	0	0	0.00307850179579271	3.94679717409322e-05	3.94679717409322e-05	3.94679717409322e-05	0	0.00517030429806212	0	0.000118403915222797	7.89359434818645e-05	0.0168528239333781	0.000276275802186526	0.000394679717409322	0	0	0	0.000276275802186526	3.94679717409322e-05	0
2022_06_03_P31311-21_16S_pda_human_ffpe	0	0	0	0	0.000294117647058824	0	0	0	0	0	0	0	0	0	0.0461764705882353	0	0	0.295882352941176	0	0.127647058823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.310588235294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00264705882352941	0	0	0	0	0.00411764705882353	0	0	0.0105882352941176	0	0	0	0	0	0	0.000588235294117647	0	0.00117647058823529	0	0	0	0.195	0	0.00352941176470588	0	0	0	0.00176470588235294	0	0
