feature,metadata,value,coef,stderr,N,N.not.0,pval,ref_value,pval.adj
Staphylococcus__hsinchuensis,Control_type,Paraffin,0.183292267319543,0.609410310268907,262,30,0.763834101491464,PCR,0.8886813400354383
Massilia__sp.__H6,Control_type,Paraffin,0.290154548821291,0.967547600615388,262,41,0.764507019614884,PCR,0.8887545871224378
Sphingopyxis__sp.__QXT.31,Control_type,Paraffin,-0.183419675637818,0.619713991813609,262,32,0.767489333274911,PCR,0.8910999913457175
Brevundimonas__diminuta,Control_type,Buffer,-0.309914739204313,1.04827122232897,262,70,0.76774188689713,PCR,0.8910999913457175
Enterobacter__ludwigii,Control_type,Paraffin,0.169769274563686,0.578188921161192,262,51,0.769284284260582,PCR,0.8919473538734097
Streptococcus__gwangjuense,Control_type,Paraffin,0.388309710750315,1.3218951621814,262,141,0.769185219857188,PCR,0.8919473538734097
Staphylococcus__auricularis,Control_type,Paraffin,-0.248069376934964,0.852100945099546,262,54,0.771190117711073,PCR,0.8934758910269659
Staphylococcus__delphini,Control_type,Paraffin,0.188614431308677,0.648651678198728,262,48,0.77145560886113,PCR,0.8934758910269659
Streptococcus__anginosus,Control_type,Paraffin,-0.339248132395267,1.17512105224916,262,70,0.77305065285548,PCR,0.8934827461667233
Bradyrhizobium__sp.__CIAT3101,Control_type,Buffer,-0.187372336076706,0.649378322520307,262,33,0.773166066243898,PCR,0.8934827461667233
Brevundimonas__vesicularis,Control_type,Buffer,0.2061698615264,0.716166520027487,262,53,0.773671683725097,PCR,0.8934827461667233
Neisseria__subflava,Control_type,Paraffin,0.213688411134975,0.743704637966181,262,53,0.774092347287477,PCR,0.8934827461667233
Kineothrix__sp.__MB12.C1,Control_type,Paraffin,-0.129388082664597,0.45087861765009,262,37,0.774368363641016,PCR,0.8934827461667233
Zymomonas__mobilis,Control_type,Buffer,0.205742384367581,0.721657980994461,262,56,0.775800490506842,PCR,0.8939393275993814
Bradyrhizobium__quebecense,Control_type,Paraffin,-0.292419564039645,1.026093118833,262,42,0.775887230603106,PCR,0.8939393275993814
uncultured__Erythrobacter__sp.,Control_type,Paraffin,0.2607335594653,0.918612880058788,262,84,0.776767025991292,PCR,0.89401487897110965
Staphylococcus__sp.__11.B.312,Control_type,Paraffin,0.14607572071491,0.513808871592917,262,32,0.776410520781991,PCR,0.89401487897110965
Methylobacterium__radiotolerans,Control_type,Paraffin,-0.169285005774124,0.598866239043977,262,27,0.777653774141505,PCR,0.8945666254660792
Staphylococcus__pseudintermedius,Control_type,Paraffin,0.34088577734743303,1.21432049870841,262,111,0.779150812462917,PCR,0.8958194681510815
Neisseria__mucosa,Control_type,Paraffin,-0.248553450166792,0.89074189963973,262,49,0.780438700320094,PCR,0.8968306571967171
Lachnospira__eligens,Control_type,Paraffin,0.214353723155657,0.773735363913803,262,27,0.781974863502379,PCR,0.8981259415539876
Staphylococcus__cohnii,Control_type,Buffer,0.145840274085645,0.53131121436777,262,37,0.78392851035742,PCR,0.8984897072799277
uncultured__Roseateles__sp.,Control_type,Paraffin,0.229106548083006,0.836126932275177,262,45,0.784298443417103,PCR,0.8984897072799277
Paracoccus__liaowanqingii,Control_type,Paraffin,-0.145775467879085,0.530063378482374,262,29,0.783526412537366,PCR,0.8984897072799277
Roseateles__sp.__XES5,Control_type,Paraffin,0.205967801542261,0.747255032261189,262,44,0.783052671302894,PCR,0.8984897072799277
Sphingomonas__morindae,Control_type,Buffer,-0.151723824223396,0.555273058709006,262,38,0.784887633965439,PCR,0.8984897072799277
Staphylococcus__sp.__NRL__22.194,Control_type,Paraffin,-0.190957644207681,0.69889253667324,262,57,0.784897552363263,PCR,0.8984897072799277
Acinetobacter__sp.__SAAs474,Control_type,Paraffin,0.103093982323772,0.378204742712307,262,30,0.785389866702758,PCR,0.8984897072799277
Neisseria__lactamica,Control_type,Paraffin,0.13127112094844,0.482384977599068,262,30,0.785741895053673,PCR,0.8984897072799277
Streptococcus__ferus,Control_type,Paraffin,-0.101124993128392,0.372830531083097,262,28,0.786428251413118,PCR,0.8985413319995874
Peribacillus__asahii,Control_type,Paraffin,-0.22070789403481,0.816269721123543,262,46,0.787081174662393,PCR,0.8988196877579901
Streptococcus__pyogenes,Control_type,Paraffin,-0.310726547789504,1.15265105866608,262,116,0.787703970295907,PCR,0.899063367343977
Streptococcus__pneumoniae,Control_type,Paraffin,-0.433011570221863,1.62966915074465,262,176,0.790680108418686,PCR,0.8997574823393464
Sphingorhabdus__lutea,Control_type,Buffer,0.144951058428591,0.545774620208981,262,57,0.790770464897513,PCR,0.8997574823393464
Novosphingobium__sp.__EMRT.2,Control_type,Paraffin,0.167753179715186,0.63156778995069,262,29,0.790750357744596,PCR,0.8997574823393464
Blautia__liquoris,Control_type,Paraffin,0.152670590797969,0.5740082012102,262,27,0.790474207245333,PCR,0.8997574823393464
Enterococcus__hirae,Control_type,Buffer,-0.157570811216039,0.596490775069169,262,44,0.79186683111201694,PCR,0.9005383537659188
Streptococcus__parasanguinis,Control_type,Buffer,-0.364638256400198,1.40855519417285,262,132,0.795940521474581,PCR,0.9032999406502221
Streptococcus__equinus,Control_type,Paraffin,-0.190136452953143,0.734339275508231,262,49,0.795903640695916,PCR,0.9032999406502221
Sphingopyxis__sp.__OPL5,Control_type,Buffer,-0.121404229937142,0.467455361770037,262,31,0.795293913896024,PCR,0.9032999406502221
Citrobacter__enshiensis,Control_type,Paraffin,0.119180996901265,0.456696292954028,262,28,0.794330573637193,PCR,0.9028726396000393
Sphingomonas__psychrotolerans,Control_type,Paraffin,0.238320723617215,0.922628076240858,262,102,0.796378004335665,PCR,0.9033295958270249
Streptococcus__mutans,Control_type,Paraffin,-0.290513049430007,1.14234925793279,262,55,0.799458733816614,PCR,0.904488088336571
Brevundimonas__sp.__GW460.12.10.14.LB2,Control_type,Buffer,0.206721604283891,0.8126985156998,262,61,0.799418216818215,PCR,0.904488088336571
Streptococcus__sp.__zg.86,Control_type,Paraffin,0.157223964507801,0.617132438830664,262,42,0.799108873554614,PCR,0.904488088336571
Roseateles__sp.__DAIF2,Control_type,Paraffin,0.213626727551897,0.843655811465874,262,49,0.800304913382607,PCR,0.9049791914460376
Sphingomonas__glaciei,Control_type,Buffer,0.140326144481822,0.564655597758149,262,35,0.803934171366238,PCR,0.9081478602470465
Rhodopseudomonas__palustris,Control_type,Buffer,-0.132047876548701,0.538465369226878,262,35,0.806474797819189,PCR,0.9096141017005336
Peptoniphilus__ivorii,Control_type,Paraffin,0.214458457330161,0.881542010908132,262,36,0.807986027574512,PCR,0.9108507785182897
Dialister__pneumosintes,Control_type,Paraffin,0.228965567544097,0.962077394610409,262,51,0.812078604012481,PCR,0.9148287480026032
Aquisediminimonas__profunda,Control_type,Paraffin,-0.182249958473885,0.767049971502299,262,37,0.81238252145307,PCR,0.9148287480026032
Streptococcus__acidominimus,Control_type,Paraffin,0.129273240572996,0.545213848938884,262,33,0.812764520652586,PCR,0.9148287480026032
Staphylococcus__capitis,Control_type,Buffer,0.269296566375666,1.16053334215386,262,94,0.816688041978199,PCR,0.9187740472254738
Streptococcus__sobrinus,Control_type,Paraffin,-0.190000960694091,0.821277074948941,262,38,0.817229117335143,PCR,0.9189120029021884
Qipengyuania__sediminis,Control_type,Buffer,0.111148727274591,0.482433242561034,262,27,0.817971230536936,PCR,0.9192757534591154
Staphylococcus__nepalensis,Control_type,Paraffin,0.119150155519419,0.518558969415778,262,29,0.818452689633186,PCR,0.9193463460022897
Staphylococcus__sp.__MZ9,Control_type,Buffer,0.139656372217366,0.612453036318968,262,59,0.819806584924773,PCR,0.9201688280596506
Rugamonas__sp.__DEMB1,Control_type,Paraffin,-0.112534965878299,0.494117763096425,262,30,0.820022949231665,PCR,0.9201688280596506
Fusobacterium__animalis,Control_type,Paraffin,-0.166321726722485,0.740486537845036,262,45,0.822460758790398,PCR,0.9219621369595274
Delftia__acidovorans,Control_type,Buffer,-0.198165806314102,0.895820676249478,262,92,0.825104120123443,PCR,0.9244533917301432
Massilia__sp.__WG5,Control_type,Paraffin,0.145842898526648,0.666229457084671,262,36,0.826896206933911,PCR,0.9259888171478167
Klebsiella__variicola,Control_type,Paraffin,0.126893384111531,0.581851095438753,262,51,0.827536104288499,PCR,0.9262330708550172
Massilia__sp.__Dwa41.01b,Control_type,Buffer,-0.167770725647626,0.771561810350655,262,30,0.828036317951004,PCR,0.9263208121346942
Paracoccus__sp.__S3.43,Control_type,Buffer,-0.167188228093039,0.786362617659233,262,54,0.831800691374831,PCR,0.9295089619541691
Bradyrhizobium__symbiodeficiens,Control_type,Buffer,-0.108577624383211,0.512445259581267,262,46,0.832368145430874,PCR,0.9295089619541691
Faecalibacterium__prausnitzii,Control_type,Paraffin,0.145956342174942,0.693298776317519,262,30,0.83342584065927094,PCR,0.9295089619541691
Bradyrhizobium__sp.__CCBAU__53351,Control_type,Buffer,0.166688842718753,0.791548337538153,262,39,0.833378010005744,PCR,0.9295089619541691
Streptococcus__macedonicus,Control_type,Paraffin,-0.111512941714549,0.531092690701574,262,35,0.833858963913254,PCR,0.9295199414992416
Ruminococcus__bovis,Control_type,Paraffin,-0.151909840300447,0.732822128294213,262,31,0.83594483268484,PCR,0.9299568655399739
Sphingosinithalassobacter__tenebrarum,Control_type,Buffer,0.104015729702467,0.501040877007205,262,56,0.835706908624934,PCR,0.9299568655399739
Paucibacter__sediminis,Control_type,Paraffin,0.230456622370861,1.10845978845993,262,50,0.835466835121662,PCR,0.9299568655399739
Enterocloster__bolteae,Control_type,Paraffin,-0.157691012657559,0.766447933467732,262,42,0.837155473071487,PCR,0.9303610419357214
Sphingomonas__rhizophila,Control_type,Buffer,0.112420593702837,0.545824234284896,262,32,0.836982085270669,PCR,0.9303610419357214
Listeria__monocytogenes,Control_type,Paraffin,0.18045525198757,0.886930102093681,262,31,0.838936739703783,PCR,0.931520361958999
Streptococcus__sp.__1643,Control_type,Paraffin,0.208089952639917,1.02620624112884,262,115,0.839471218723524,PCR,0.931520361958999
Pseudomonas__fluorescens,Control_type,Buffer,0.107900531196764,0.541333898581845,262,34,0.842167973903539,PCR,0.9335693441151801
Sphingomonas__sp.__R1,Control_type,Buffer,0.155820284506267,0.78454056785696,262,91,0.842722795787746,PCR,0.9337130471997428
Rubrivivax__gelatinosus,Control_type,Paraffin,0.140148665913204,0.710222175873106,262,37,0.843725312068468,PCR,0.9339173602761648
Roseburia__sp.__831b,Control_type,Paraffin,-0.144434328630592,0.732094354023744,262,36,0.843757760832382,PCR,0.9339173602761648
Listeria__innocua,Control_type,Paraffin,-0.141377933579399,0.723976853230191,262,29,0.845328941093289,PCR,0.9341174025252026
Stenotrophomonas__maltophilia,Control_type,Buffer,-0.227565020888595,1.16770733888135,262,105,0.845639980063799,PCR,0.9341174025252026
Staphylococcus__felis,Control_type,Buffer,-0.099983879075055,0.512690880957504,262,32,0.845533649664842,PCR,0.9341174025252026
Acidovorax__carolinensis,Control_type,Paraffin,-0.147763063643833,0.762269755951938,262,28,0.846450066488885,PCR,0.9345421548565066
Brucella__abortus,Control_type,Paraffin,0.092125827934327,0.479293485449893,262,34,0.847728743692427,PCR,0.9346548738979409
Brevundimonas__bullata,Control_type,Paraffin,-0.120041286917945,0.624942979749865,262,27,0.8478290112954,PCR,0.9346548738979409
Paracoccus__sanguinis,Control_type,Paraffin,0.167711892203865,0.868854650292329,262,45,0.84709133684531,PCR,0.9346548738979409
Streptococcus__acidominimus,Control_type,Buffer,0.0909153549062168,0.477049494544073,262,33,0.849006916006283,PCR,0.9352018836898887
Sphingomonas__kaistensis,Control_type,Paraffin,0.123259168854365,0.647501415284234,262,32,0.849176938104571,PCR,0.9352018836898887
Stomatobaculum__sp.__F0698,Control_type,Buffer,-0.0967821243903863,0.514304703937561,262,45,0.850884226013268,PCR,0.9366124111905446
Streptococcus__sp.__S5,Control_type,Buffer,-0.226468267328564,1.20867414771733,262,109,0.85151961253408,PCR,0.9368422190004209
Lactococcus__lactis,Control_type,Buffer,0.131504645528957,0.70832141246348,262,27,0.852860969673251,PCR,0.9375386291466157
Paracoccus__marcusii,Control_type,Buffer,-0.172492087085068,0.930021676540227,262,73,0.853006457666183,PCR,0.9375386291466157
Fusobacterium__nucleatum,Control_type,Paraffin,-0.164669914976904,0.907638283917558,262,55,0.856176142160208,PCR,0.9405516799318743
Staphylococcus__warneri,Control_type,Buffer,-0.200289541636482,1.11092416142372,262,123,0.857066818043909,PCR,0.940589071676374
Neisseria__sicca,Control_type,Paraffin,-0.132900198888785,0.74233807179041,262,42,0.858056373480634,PCR,0.9407347958879043
Acinetobacter__johnsonii,Control_type,Paraffin,-0.192952382108988,1.11035254778258,262,78,0.862179011092736,PCR,0.9445538183530504
Staphylococcus__delphini,Control_type,Buffer,0.0964816248634309,0.567555200261531,262,48,0.865148222948915,PCR,0.9470914743747842
Streptococcus__alactolyticus,Control_type,Buffer,0.104373706327051,0.61821580010948,262,34,0.866063255399836,PCR,0.9475237764593389
Bradyrhizobium__elkanii,Control_type,Paraffin,-0.150390989069899,0.90008786786524,262,59,0.867435239807444,PCR,0.9477674942617736
Actinomyces__oris,Control_type,Paraffin,-0.0973153191181101,0.584604942524391,262,28,0.867923693515677,PCR,0.9477674942617736
Comamonas__koreensis,Control_type,Paraffin,0.13432874001334,0.812321075714144,262,42,0.868787921774611,PCR,0.9480606494449941
Citrobacter__braakii,Control_type,Buffer,-0.0740820412260877,0.448917702622185,262,43,0.869055595324578,PCR,0.9480606494449941
Anaerococcus__sp.__Marseille.Q7828,Control_type,Buffer,0.161058320391102,0.985082838596822,262,69,0.870255948748586,PCR,0.9488987405421523
Aggregatibacter__aphrophilus,Control_type,Paraffin,0.0960097225440062,0.594758658895557,262,33,0.871884934648315,PCR,0.949825856821577
Erythrobacter__sp.,Control_type,Paraffin,0.149505223905091,0.926781347928066,262,113,0.871971278393579,PCR,0.949825856821577
Bradyrhizobium__diazoefficiens,Control_type,Buffer,-0.112696728053493,0.703430804585604,262,64,0.872841905471487,PCR,0.9503028380839788
Klebsiella__aerogenes,Control_type,Paraffin,0.0996101227160205,0.629675196955546,262,48,0.874429539393392,PCR,0.9505635845955833
Paracoccus__kondratievae,Control_type,Paraffin,0.146304434941416,0.922376562926232,262,38,0.874095832946374,PCR,0.9505635845955833
Qipengyuania__citrea,Control_type,Paraffin,-0.069894119031378,0.443484105346774,262,29,0.874894420007965,PCR,0.9505635845955833
Anabaena__sp.__YBS01,Control_type,Paraffin,-0.111472352648132,0.709309761323294,262,41,0.875245704941835,PCR,0.9505635845955833
Enterococcus__hirae,Control_type,Paraffin,-0.104838843096122,0.681721781600073,262,44,0.877900120587068,PCR,0.9515640003994085
Ralstonia__insidiosa,Control_type,Paraffin,0.174260941228956,1.13063727743298,262,89,0.87763158425226,PCR,0.9515640003994085
Sphingomonas__sp.__LK11,Control_type,Buffer,-0.0778942932281303,0.505617346791135,262,36,0.877685544279244,PCR,0.9515640003994085
Sphingosinicella__microcystinivorans,Control_type,Paraffin,0.215021799570785,1.41044672938101,262,175,0.878952556066128,PCR,0.9522347376029685
Filifactor__alocis,Control_type,Paraffin,0.118725896422427,0.788365631052862,262,33,0.880411822516333,PCR,0.9533453462750825
Sphingomonas__glaciei,Control_type,Paraffin,0.0967841203736104,0.645337759078507,262,35,0.880902931500545,PCR,0.953407017040511
Paracoccus__sp.__MC1862,Control_type,Paraffin,0.128277610405307,0.860166477134102,262,37,0.881567564470203,PCR,0.9536563406781113
Sphingomonas__ginsengisoli__An__et__al.__2013,Control_type,Paraffin,0.108734908427997,0.735993248174569,262,40,0.882665043523566,PCR,0.9543734296296164
Staphylococcus__devriesei,Control_type,Paraffin,0.122725307691991,0.83705289845724,262,59,0.883550553306452,PCR,0.9543910551209881
Cutibacterium__acnes,Control_type,Paraffin,0.184041947064468,1.26871254140905,262,206,0.884776083883706,PCR,0.9552449755204613
Sphingomonas__abietis,Control_type,Buffer,0.0748275401706426,0.526288226897283,262,43,0.887049840400708,PCR,0.9572292135233192
Fusobacterium__canifelinum,Control_type,Buffer,0.0594800233873456,0.430186058496376,262,33,0.890139041992878,PCR,0.9600910295758153
Streptococcus__viridans,Control_type,Paraffin,-0.127762177873478,0.929739277219928,262,85,0.890809044473654,PCR,0.9603420037624665
Sphingomonas__alpina,Control_type,Paraffin,-0.238944291773387,1.74939005383235,262,191,0.891464445546095,PCR,0.9605769982429955
Streptococcus__respiraculi,Control_type,Buffer,0.0923545731647288,0.681563661866263,262,49,0.892319921475404,PCR,0.9610272425502634
Erythrobacter__mangrovi,Control_type,Buffer,-0.079336356701491,0.592130388875701,262,44,0.893520018391538,PCR,0.9618480197979498
Methylorubrum__sp.__B1.46,Control_type,Buffer,0.118773132877319,0.891226508560482,262,44,0.894085105322363,PCR,0.9619847581028462
Bacillus__cereus,Control_type,Paraffin,-0.0929753033648341,0.722097779539289,262,41,0.897650853115924,PCR,0.9632235968188021
Comamonas__thiooxydans,Control_type,Buffer,0.117846602564062,0.907096195114391,262,74,0.896734651196305,PCR,0.9632235968188021
Blautia__obeum,Control_type,Paraffin,0.116179049111448,0.892614782704053,262,34,0.896545324914017,PCR,0.9632235968188021
Ottowia__oryzae,Control_type,Paraffin,0.0719309093445326,0.559851168009471,262,31,0.897868261697672,PCR,0.9632235968188021
Methylobacterium__durans,Control_type,Buffer,0.0671472194415286,0.521216881250208,262,29,0.897595067745812,PCR,0.9632235968188021
Rhizorhabdus__phycosphaerae,Control_type,Buffer,-0.0668535349161036,0.514994949989568,262,42,0.896815556138791,PCR,0.9632235968188021
Stenotrophomonas__sp.__G4,Control_type,Paraffin,0.0804271842267753,0.630596819115831,262,27,0.898612056465139,PCR,0.9633263307450936
Haemophilus__influenzae,Control_type,Paraffin,0.1152856966582,0.906324022479818,262,56,0.898880842648068,PCR,0.9633263307450936
Ralstonia__pickettii,Control_type,Paraffin,0.0775710355277525,0.614951238521605,262,47,0.899718717831597,PCR,0.9633263307450936
