taxID,barcode14,barcode15,barcode16,barcode17,barcode18,barcode19
197,0,0,0,1,0,0
246,0,0,146,0,0,0
254,0,0,10,0,0,0
285,0,0,9,0,0,0
292,25,25,18,8,16,8
293,0,1,6,0,0,0
297,15,0,0,0,0,0
305,8,3,6,0,3,9
329,9,5,2,3,4,35
337,1,2,2,0,4,0
381,0,0,0,0,1,0
470,14,36,20,16,17,16
518,0,0,0,1,0,0
519,1,0,0,0,0,0
529,26,22,0,14,0,0
545,0,1,0,0,0,0
546,1,0,0,0,0,0
562,36,32,26,592,21,26
564,0,0,0,22,0,0
573,0,1,0,20,0,1
621,0,0,0,10,0,0
622,0,0,0,15,0,0
623,0,0,0,17,0,0
624,0,0,0,6,0,0
817,2,1,0,1,162,0
820,0,0,0,2,0,0
823,0,1,0,13,0,0
824,0,0,0,0,5,5
847,0,2,18,1,4,12
851,0,0,0,0,2,0
986,0,0,0,0,1,0
1042,0,0,1,0,0,0
1245,0,32,0,0,0,0
1270,0,0,0,260,63,0
1280,18,75,1,1,19,71
1281,0,1,0,0,0,0
1282,1213,3798,10,70,594,1398
1283,93,11,0,0,90,8
1288,0,0,0,0,0,1
1290,0,86,0,0,0,2
1292,1,3,1,0,0,50
1295,1,0,0,0,0,0
1303,19,1,1,12,158,736
1304,19,0,0,7,3,7
1305,4,0,0,4,38,3
1307,0,0,0,6,2,0
1308,1913,1,0,7,81,637
1313,15,0,0,0,43,47
1318,4,0,0,0,33,77
1335,0,1,0,0,0,0
1340,0,0,0,1,0,0
1343,0,0,0,37,0,0
1346,1,0,0,0,0,1
1351,2,110,116,9672,52,2
1352,2,442,1,9,2,1
1353,1,0,0,4,0,0
1354,0,1,0,0,0,0
1358,0,98,0,0,0,0
1359,0,10,0,0,0,0
1360,0,10,0,0,0,0
1377,295,0,2,0,1,0
1379,1,0,0,1,53,490
1397,0,0,0,2,0,0
1402,1,0,0,0,0,0
1423,0,0,0,0,1,0
1478,0,0,0,1,0,0
1492,0,8,0,0,0,0
1515,1,0,1,0,0,0
1520,0,132,0,0,1,1
1532,0,0,0,2,0,0
1580,0,0,1,0,0,0
1588,0,0,0,1,0,0
1589,0,0,0,0,6,14
1590,1,5,1,2,333,233
1596,0,0,0,69,0,0
1598,0,0,0,96,0,0
1599,0,0,138,0,0,0
1601,0,0,0,1,0,0
1605,0,22,0,195,0,1
1622,1,204,1,2380,1,1
1655,12,0,0,0,0,0
1656,3,0,0,0,0,0
1660,0,0,0,0,16,4
1747,2504,16001,1476,425,7456,7177
1774,0,0,0,0,0,1
1824,0,0,0,0,1,0
1828,8,0,5,2,9,8
1833,0,0,0,25,0,0
2047,15,0,0,0,42,1
2738,0,0,0,1,0,10
2756,223,0,1,0,0,0
9606,1391,1169,993,1028,1185,2182
10090,0,2,0,61,0,1
13160,0,47,15,2,32,0
13689,1,0,0,0,0,0
28035,0,9,0,0,2,0
28037,13,0,0,0,79,145
28090,0,0,1,0,0,0
28104,0,0,0,1,1,0
28113,0,0,0,1,0,0
28116,0,0,0,2,0,0
28132,126,0,0,0,15,0
28133,0,0,0,0,95,0
28450,1,1,4,2,0,1
28885,0,0,0,1,0,0
29314,0,1,0,0,0,0
29347,0,0,0,1,0,0
29378,0,0,0,0,0,6
29379,0,1,0,0,1,333
29380,11,31,1,0,6,16
29382,0,0,0,2,0,201
29388,6,227,95,6,409,1382
29389,1,0,0,0,0,0
29391,1,1,3,1,6,569
29448,2,0,0,0,0,0
29466,1,1,2,0,106,0
29486,0,0,0,1,0,0
29533,0,0,8,0,2,0
29581,42,18,145,26,115,111
32002,16,22,30,59,0,0
33010,1,3,207,0,66,0
33011,4,1885,368,3,739,6
33028,4,7,0,0,2,7
33033,66,0,1,0,233,1
33038,0,0,0,51,0,0
33046,0,0,0,0,0,1
33050,9,0,19,1,0,8
33051,45,1,1,1,0,27
33888,0,0,0,1,0,0
33959,0,0,0,240,0,1
34070,0,0,0,0,1,0
34073,26090,11817,23247,3303,11212,26033
34087,0,0,0,0,0,20
36745,0,1,0,0,0,0
36863,7,0,1,1,0,3
37448,0,0,5,1,0,0
37762,2,0,1,2,0,0
38301,1,0,0,0,0,0
38303,0,2,1,0,0,0
38304,1,0,0,0,0,0
38323,0,0,0,0,0,1
39491,0,0,0,0,29,0
39645,0,0,0,0,0,1
39777,1,0,1,0,84,0
39778,0,0,0,0,2,0
39950,0,0,0,1,84,2
40214,0,17,0,3,0,1
40324,49,2,1,13,82,563
41899,0,0,1,0,0,0
42858,0,0,0,103,0,0
43617,0,0,0,0,3,0
43675,0,0,1,0,25,43
43765,0,18,0,0,0,118
43767,1,0,0,0,0,0
43770,2,0,0,0,0,0
44688,0,1,0,0,0,0
45972,0,0,0,0,0,1
46124,1,0,0,0,1,347
47678,0,0,0,1,0,0
47770,0,0,0,60,0,0
51665,15,0,0,0,0,0
53344,0,2,0,0,0,1
53346,0,1,0,0,0,0
53374,0,11,5,0,0,0
53458,0,0,0,0,1,0
55508,1,16,48,2,29,67
57743,0,0,0,1,0,0
57975,0,0,1,0,0,0
59561,0,20,0,0,0,0
59779,0,0,0,29,0,0
60520,0,0,0,1,0,1
60550,5,7,6,2,6,3
60552,0,0,1,0,1,0
61592,1,0,0,0,50,0
65656,0,0,0,1,0,1
66692,0,1,0,0,0,0
68892,0,0,0,0,96,1
68895,0,0,0,0,1,0
69395,1,0,0,4,0,0
69665,3,0,0,5,0,0
71237,0,0,0,9,0,0
72000,0,0,0,0,60,0
72407,0,0,0,1,0,0
72758,0,31,4,0,31,63
74426,0,0,0,12,0,0
75659,0,0,14,0,0,0
76259,0,1,0,0,0,0
78535,0,0,1,2,1,0
80866,109,77,579,139,242,659
80867,0,0,8,0,0,0
80869,0,0,1,0,0,0
81479,2,0,1,0,2,1
82348,0,0,0,0,0,1
83265,0,0,0,0,1,0
83333,0,1,0,3,0,0
83334,0,0,0,1,0,0
83617,0,0,3,0,0,1
84135,0,0,0,1,95,2
85698,57,13,17,32,0,0
86188,0,0,0,0,0,2
87883,2,0,0,0,0,0
88688,34,0,0,50,0,0
90371,0,0,0,1,0,0
94132,0,0,0,0,0,2
94138,0,1,0,0,0,1
95486,155,147,133,63,149,75
105219,0,0,1,0,0,0
110937,0,0,0,0,2,0
113107,0,0,0,3,5,1
114527,0,33,0,0,1,0
114615,14,0,24,2,10,14
115808,2,0,2,0,1,2
118060,0,0,0,1,0,0
119602,0,0,0,1,0,0
120107,0,0,4,0,0,0
128780,0,0,5,0,2,0
128785,0,0,0,0,0,1
134034,0,0,0,0,0,2
134875,0,0,1,0,0,1
135461,0,0,0,0,0,1
137732,0,0,0,0,0,20
144183,0,0,1,0,0,2
144184,0,0,11,0,0,0
145391,0,11,0,0,0,0
150055,0,0,0,1,0,0
151416,10,0,0,0,7,0
152480,1,6,2,0,2,1
152500,0,0,0,0,0,1
152682,0,0,0,0,0,1
153491,0,0,0,0,1,0
154046,0,0,0,16,0,0
155085,0,1,0,0,0,0
155892,1,0,0,1,0,0
156978,2,0,0,0,0,0
160825,0,0,13,0,0,0
161895,2,0,0,0,0,1
161899,1,0,0,0,0,0
162426,0,8,0,0,0,0
164608,5,1,12,0,0,15
165435,0,0,26,0,26,0
168807,0,0,0,9,0,0
169430,4,4,5,0,0,24
174587,1,0,0,0,0,0
176279,4,16,0,0,7,16
176280,1,6,0,0,3,1
179636,2,0,0,0,0,0
179879,0,0,1,0,2,0
180282,8,2,15,4,6,15
180400,4,2,11,0,0,7
185951,0,0,0,0,1,0
187029,1,0,0,0,0,0
187491,0,0,0,0,0,2
188932,0,0,0,0,0,2
189381,1,0,0,0,0,0
189665,0,0,0,0,1,0
190721,334,134,268,68,250,601
191302,0,1,0,0,0,7
199310,0,0,0,2,0,0
202956,0,0,0,0,0,14
207745,3,1,3,0,0,0
208962,0,0,0,9,0,0
214326,0,0,4,0,0,0
214473,0,1,0,0,0,0
214851,0,0,0,0,19,0
216592,0,0,0,1,0,0
216778,0,0,14,0,0,0
217203,5,1,7,4,0,0
217204,8,3,5,12,0,0
223919,0,39,1,0,0,0
223967,93,1,0,0,0,0
225991,0,0,1,0,0,1
226185,0,0,0,3,0,0
237258,0,29,0,0,27,1
239935,0,0,0,7,0,0
246201,6,0,0,0,6,16
257314,0,0,0,1,0,0
257708,0,0,0,0,0,1
264199,12,0,0,0,0,1
265293,1,1,0,0,0,1
266748,0,0,2,0,0,0
267128,0,0,1,0,0,1
267212,49,0,0,0,0,0
267747,14,87,4,1,34,34
270351,0,0,0,5,0,0
271881,0,0,0,0,1,0
272622,0,1,0,0,0,0
273036,1,0,0,0,1,0
282217,53,31,36,5,30,66
283734,3,5,0,0,0,4
290402,0,1,0,0,0,0
292800,0,1,0,4,0,0
292913,1,0,0,0,0,3
293387,4,0,0,0,0,0
296544,0,0,2,0,0,0
299767,0,0,0,1,0,0
310581,0,0,1,0,0,0
311230,0,0,0,0,0,2
314315,0,0,2,0,0,0
316435,0,0,0,1,0,0
317655,6,0,12,0,0,12
322159,4,0,0,0,1,0
331111,0,0,0,1,0,0
