taxID,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode10,barcode12,barcode13,barcode19,barcode20,barcode21,barcode22,barcode23,barcode24
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
235,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2
239,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
266,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
290,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
292,0,0,0,0,0,1,0,0,0,0,0,0,546,35,191,153,58
293,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
305,1,0,0,0,0,0,0,0,0,0,0,0,48,17,27,41,6
329,0,0,0,0,0,0,0,0,0,0,0,0,29,36,5,9,1
337,1,0,0,0,0,0,0,0,0,0,0,0,66,3,32,20,7
339,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0
340,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
347,2,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
375,0,0,0,0,0,0,0,0,0,0,0,0,28,16,8,56,20
376,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
382,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
386,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
518,15,9,37,0,0,0,22,0,0,0,0,0,6,0,0,0,0
519,3,7,14,0,0,0,11,0,0,0,0,0,6,1,0,0,0
520,8,5,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0
521,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
529,3351,1,1,1,3,0,2,0,0,0,0,1,5,521,519,1099,1557
821,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0
847,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
1061,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1063,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1160,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1260,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0
1270,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239
1280,165,698,480,2,5,1,4,0,0,0,0,0,69,625,232,280,173
1281,0,2,1,0,0,0,0,0,0,0,0,0,1,9,9,5,0
1282,19885,32236,44170,13,16,1,6,9,0,0,0,6,2310,5137,1419,667,3839
1283,86,151,220,0,0,0,0,0,0,0,0,1,17,72,50,82,55
1284,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1286,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3,3,1
1288,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
1290,8,32,20,3,13,0,0,7,0,0,0,2,6,1137,4020,3112,7397
1292,15,11,13,0,0,0,0,0,0,0,0,0,11,37,56,67,8
1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
1294,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1295,2,4,6,2,2,2,5,0,0,0,0,0,2,6,4,1,1
1296,183,2,3,3,3,0,0,0,0,0,0,1,120,214,1107,664,0
1302,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0
1303,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0
1304,0,1,2,1,0,0,1,2,0,0,0,0,0,113,61,206,77
1305,0,0,0,0,0,0,0,0,0,0,0,0,2,14,12,6,1
1307,1,2,1,1,1,0,1,0,0,0,0,0,508,1116,1376,688,4
1308,3,4,3,5,4,0,1,2,0,0,0,5,2,34,2793,13065,4750
